Age Category,DMI
15,0.007702073251868958
20,0.0077087173524740945
25,0.007632141538771187
30,0.00806981500974638
35,0.008005856036648152
40,0.008656754365437775
45,0.008354677385494906
50,0.010675765520347233
55,0.008726786703715763
60,0.009953332780127534
