Age Category,DMI
20,0.015528881435901847
25,0.015055746003098343
30,0.015163853002274096
35,0.014991753726741896
40,0.01615199978081713
45,0.015471461802902573
50,0.01615860554525707
55,0.016392227799331662
60,0.01662782558586058
65,0.01677222564811738
70,0.01696218358659456
75,0.01799027482617646
80,0.019015105585093353
85,0.019343811904436636
90,0.020187369285104055
