rownames,CD8T,CD4T,NK,Bcell,Mono,Gran,total
GSM2814109_9741779101_R02C02,0.09056949171338582,0.0786851639689399,0.0,0.05825833476882561,0.14230202512148965,0.6520581659213163,1.0218731814939572
GSM2814110_9741779101_R03C02,0.10990689454576122,0.07825797528251381,0.0,0.03335566394614587,0.06034260341876696,0.725657978956873,1.0075211161500608
GSM2814111_9741779101_R04C02,0.12303832527434695,0.07694200637432884,0.0,0.04738862734427452,0.05677238862346079,0.7193325693753683,1.0234739169917795
GSM2814112_9741779101_R05C02,0.11029688298212725,0.11910504001811208,0.014986113256310184,0.0580503016608697,0.05159763741131752,0.6582672897205994,1.0123032650493362
GSM2814113_9741779101_R06C02,0.18682464539539367,0.1791100301012849,0.001533773135213633,0.08916643097528237,0.06116059253589271,0.5085931373276937,1.026388609470761
GSM2814114_9741779150_R01C01,0.12237269366731285,0.17449208772783248,0.11584453673570613,0.06849996408186006,0.06258768703646002,0.47819444730579974,1.0219914165549713
GSM2814115_9741779150_R02C01,0.0746464028346886,0.0925729672494866,0.10734534251765218,0.1102395147978088,0.05205114541669177,0.5945647435954279,1.0314201164117558
GSM2814116_9741779150_R03C01,0.17391730337617706,0.13756445322038255,0.009716170511330783,0.07411529290984606,0.07427383090267911,0.5595018596208425,1.0290889105412582
GSM2814117_9741779150_R04C01,0.14415560151667128,0.12417209318979157,0.0,0.08125269632315295,0.0794422126100909,0.6046859663919223,1.033708570031629
GSM2814118_9741779150_R05C01,0.07071680775984153,0.027221183963350555,0.016259364368058082,0.05340292316174196,0.07180994540527882,0.7791735853468671,1.018583810005138
GSM2814119_9741779150_R06C01,0.13951315659722824,0.1400264473021872,0.0,0.1242790089463385,0.0515825081300702,0.5648353635076598,1.0202364844834841
GSM2814120_9741779150_R01C02,0.13620773959289958,0.18321338980235372,0.012153677437913218,0.06189371960863705,0.06122471719929039,0.5667856969489588,1.0214789405900526
GSM2814121_9741779150_R02C02,0.11432170454481196,0.16974781364510183,0.0,0.04220871807472953,0.05199584790265634,0.6256115583015909,1.0038856424688904
GSM2814122_9741779150_R03C02,0.092147767835523,0.09294326870405241,0.04293637195347587,0.06882044442727216,0.048764166630373126,0.6688190366929389,1.0144310562436354
GSM2814123_9741779150_R04C02,0.10029645952017475,0.05127013853779239,0.0,0.02437741513860825,0.07961734075653389,0.7571919718185418,1.012753325771651
GSM2814124_9741779150_R05C02,0.15765919149264737,0.0931087282553485,0.04360122410127654,0.09755897444176326,0.055779898499342506,0.5852082644969857,1.0329162812873638
GSM2814125_9741779150_R06C02,0.14226108623093658,0.08367573804035236,0.011736312010335351,0.09080698836345912,0.05598943025105613,0.6399049506062449,1.0243745055023843
GSM2814126_9741779019_R01C01,0.11348699944905757,0.09918242538707438,0.03994868045710941,0.095747253847129,0.07033669645485977,0.6197227795310237,1.0384248351262537
GSM2814127_9741779019_R02C01,0.11870385213582961,0.1544950640424501,0.10584339872059814,0.09103388394959862,0.06780137851592578,0.4995463886338258,1.037423965998228
GSM2814128_9741779019_R03C01,0.09165198487342159,0.0932071591859661,0.011161942846669076,0.0632696397345512,0.04834864913180173,0.7257182973348975,1.0333576731073073
GSM2814129_9741779019_R04C01,0.07462662574756583,0.1036686030591275,0.0,0.05588058626930972,0.059909507578548446,0.7261850975669326,1.0202704202214843
GSM2814130_9741779019_R05C01,0.07225185458042856,0.1284180895226024,0.000653604659992239,0.07880346352172327,0.06960327601501456,0.6795812057130532,1.0293114940128143
GSM2814131_9741779019_R06C01,0.057925881784673845,0.1679313260338575,0.021324407208125097,0.059747842402739046,0.06491079611713571,0.6504747437079484,1.0223149972544796
GSM2814132_9741779019_R01C02,0.13862376421913786,0.11184219364858554,0.05201033161099144,0.06024350798831249,0.04279418355048098,0.6256076708155937,1.031121651833102
GSM2814133_9741779019_R02C02,0.10802893131782354,0.06671103420487672,0.08721925908902116,0.04463224300660509,0.07525616164849572,0.646055946683001,1.0279035759498232
GSM2814134_9741779019_R03C02,0.1517064959262122,0.09526814358186439,0.0,0.06224085927938513,0.07636848849291755,0.6413665348021308,1.02695052208251
GSM2814135_9741779019_R04C02,0.0575385549448142,0.021291675505578415,0.0,0.024652278720926363,0.07818960750533237,0.8247027812433365,1.0063748979199878
GSM2814136_9741779019_R05C02,0.09760712538179943,0.0661150370968139,0.06112443029318968,0.05701580405272973,0.07796910873014991,0.6591667057853613,1.018998211340044
GSM2814137_9741779019_R06C02,0.087696724475466,0.04647419896012844,0.007579660885966485,0.05013043000260508,0.07934159951413622,0.7496222157532022,1.0208448295915045
GSM2814138_9806233028_R03C01,0.09785036740331919,0.18923594262905238,0.005951761697110132,0.05582863037974093,0.07015487860945269,0.5877130287361548,1.0067346094548302
GSM2814139_9806233028_R04C01,0.12794231209002033,0.18834744217554084,0.0025246080236722432,0.0517640472403715,0.0324075795991281,0.6123326106612389,1.0153185997899719
GSM2814140_9806233028_R05C01,0.08350553871006573,0.012962201709008064,0.07470675072171738,0.04021797805928071,0.05593152313937763,0.7634098709700151,1.0307338633094647
GSM2814141_9806233028_R06C01,0.16291318623724813,0.07428614649089847,0.061118437835810585,0.08510929697484669,0.08599585152304952,0.5753120959128344,1.0447350149746877
GSM2814142_9806233028_R01C02,0.11698641653407613,0.074790812244058,0.022540758818846054,0.04868703426676438,0.1174756991769782,0.6435351503282829,1.0240158713690055
GSM2814143_9806233028_R02C02,0.08689703853181237,0.029382427858714442,0.0007047719431541772,0.04420149719368784,0.10524134439507028,0.7525160243117036,1.0189431042341426
GSM2814144_9806233028_R03C02,0.1950342508045581,0.11241706293099055,0.0020811708248380727,0.07219346498280928,0.08726448137817513,0.5618599865910929,1.030850417512464
GSM2814145_9806233028_R04C02,0.1824118617780929,0.16011954386900226,0.0,0.08603023988043317,0.07165245817838732,0.5331087414330679,1.0333228451389835
GSM2814146_9806233028_R05C02,0.10387895517571095,0.11148483362064535,0.04950118753526421,0.07133836959055473,0.036408523397145676,0.657466080463976,1.030077949783297
GSM2814147_9806233028_R06C02,0.10503533696832479,0.14421309561454768,0.06489303506826219,0.08575968616389708,0.06763305456996131,0.575736690085845,1.043270898470838
GSM2814148_9828653104_R01C01,0.08845342723812709,0.1049963716877791,0.06783624181816611,0.025608505345070098,0.07733993323029315,0.636312922057411,1.0005474013768465
GSM2814149_9828653104_R02C01,0.12805839190256776,0.13380455118356396,0.09003464191560567,0.059827023207099886,0.08022090358211204,0.5311567602452186,1.023102272036168
GSM2814150_9828653104_R03C01,0.10651554755999854,0.09975798581957372,0.057314868690074426,0.08879938028256147,0.05847377245465599,0.6138195766772055,1.0246811314840696
GSM2814151_9828653104_R04C01,0.10778202220953338,0.09111663936193683,0.06859047385793327,0.08279045938292236,0.07474731296182732,0.5938498211590145,1.0188767289331677
GSM2814152_9828653104_R05C01,0.13641989684537323,0.09511155214241658,0.06395429620265182,0.06043830375156894,0.05683490750833405,0.6034514802214079,1.0162104366717526
GSM2814153_9828653104_R06C01,0.18287908410877962,0.07560538666723857,0.10017745678198993,0.09340823965021013,0.06915593787104213,0.5139243382174243,1.0351504432966847
GSM2814154_9828653104_R01C02,0.10208426838260415,0.18050884344626233,0.0,0.05100834348089857,0.06520489232624828,0.6073680733058531,1.0061744209418664
GSM2814155_9828653104_R02C02,0.18399227663111326,0.14806862283338326,0.0,0.0813129283460716,0.05588831361723699,0.5497129387701495,1.0189750801979547
GSM2814156_9828653104_R03C02,0.07567833373669274,0.04328598853271201,0.0536527477254459,0.0675191946084986,0.0834310308251714,0.6985589498235254,1.022126245252046
GSM2814157_9828653104_R04C02,0.2044429870535769,0.1699410798787039,0.0517183842247478,0.09842766623257701,0.04609135152223612,0.4636121816321053,1.0342336505439471
GSM2814158_9828653104_R05C02,0.11680175919816563,0.08514692144430981,0.024769986650751696,0.09872524079073852,0.10010358806771467,0.5921823835925449,1.0177298797442251
GSM2814159_9828653104_R06C02,0.17167495140993713,0.09225583957730545,0.05243778444079628,0.08140041479924635,0.09863267363866751,0.5312526293232764,1.0276542931892292
GSM2814160_9828653136_R01C01,0.15199913029732576,0.15850435184928327,0.026587423924465146,0.09885056417597274,0.06884427482815435,0.5268680902679924,1.0316538353431939
GSM2814161_9828653136_R02C01,0.13057910177643894,0.13799090867068553,0.051057168228047664,0.08209205535746751,0.0688995963905487,0.5538475107501165,1.0244663411733048
GSM2814162_9828653136_R03C01,0.10747313623352968,0.10661756967150829,0.02284242237013131,0.07705926429778327,0.09673868821071571,0.6071549218584953,1.0178860026421637
GSM2814163_9828653136_R04C01,0.11277327359008432,0.1149459179062456,0.07653453812671177,0.08664653647445687,0.08753932449722507,0.5349112413758325,1.013350831970556
GSM2814164_9828653136_R05C01,0.10836646785406782,0.10795551413596936,0.0,0.06445397056253555,0.10385299272643955,0.6421455766460745,1.0267745219250868
GSM2814165_9828653136_R06C01,0.05730047447673883,0.05169529974729771,0.0,0.026275200924677333,0.09059244655004596,0.7805383198435479,1.0064017415423079
GSM2814166_9828653136_R01C02,0.12571204157956364,0.12800396446617152,0.045941176014851995,0.07192468585635646,0.1172059398851582,0.5397306192267064,1.0285184270288084
GSM2814167_9828653136_R02C02,0.11513428417476496,0.09823232646280942,0.14840186368571973,0.0658459619229458,0.0853178354961721,0.5248806710526547,1.0378129427950666
GSM2814168_9828653136_R03C02,0.2919222693074889,0.12426158863193515,0.06456601732699126,0.11801594996412972,0.045289019294461594,0.3872486638856312,1.0313035084106377
GSM2814169_9828653136_R04C02,0.2243254452615125,0.0787830784414614,0.12599068259639493,0.1607707997090456,0.04122058281679874,0.409514910092642,1.0406054989178553
GSM2814170_9828653136_R05C02,0.12441021793889412,0.13556382474010883,0.10366612485582707,0.12908942419098726,0.06190033248499339,0.47792092551240445,1.032550849723215
GSM2814171_9828653136_R06C02,0.15698924757736046,0.13612592125886094,0.052285043014656814,0.13286007039778888,0.07430766340997724,0.486152908815233,1.0387208544738773
GSM2814172_9828653111_R01C01,0.09333355754484385,0.12218111471406995,0.06526089056833155,0.057286206356762334,0.11336413852530464,0.570734074523336,1.0221599822326484
GSM2814173_9828653111_R02C01,0.134191053779535,0.1365297046497187,0.04568126613243971,0.0673761714602984,0.05938311713267505,0.5874881203609277,1.0306494335155945
GSM2814174_9828653111_R03C01,0.12762824860655417,0.05561265867227298,0.09502699790432029,0.07533642858262928,0.06746631581410852,0.6136297897968033,1.0347004393766885
GSM2814175_9828653111_R04C01,0.10645298398784264,0.06421452555083365,0.09531599610615354,0.06517143533555646,0.05629329121923286,0.6408225800482121,1.0282708122478312
GSM2814176_9828653111_R05C01,0.162448732084641,0.1513148304557344,0.028044258290946984,0.12355117081421908,0.06295802152861378,0.5015260811859279,1.0298430943600831
GSM2814177_9828653111_R06C01,0.12070993672782786,0.15093775170925355,0.05710177758321084,0.09290258293888434,0.05795433193999179,0.5431207232750755,1.0227271041742438
GSM2814178_9828653111_R01C02,0.21684621521375527,0.14906431992629457,0.0,0.0859747387589926,0.03481620406903443,0.5466476018453034,1.0333490798133802
GSM2814179_9828653111_R02C02,0.16589483752327272,0.12763337378740927,0.016818611598436027,0.048988047072264805,0.055754889195776036,0.6082348869987656,1.0233246461759244
GSM2814180_9828653111_R03C02,0.18101190503015557,0.2176217028909787,0.00012286908682504537,0.14021766069012337,0.10390067489038948,0.39384031246079954,1.0367151250492717
GSM2814181_9828653111_R04C02,0.15505008811353305,0.25373202988047394,0.009145777651971844,0.10621712889508028,0.10221052123841168,0.40888557061706116,1.035241116396532
GSM2814182_9828653111_R05C02,0.11790405096996961,0.10523506092961811,0.0849056696546488,0.04168042551176093,0.06439872223470831,0.5998882632614232,1.014012192562129
GSM2814183_9828653111_R06C02,0.12461414728448235,0.06075730192741749,0.07979920907609109,0.04123781205313318,0.07397858547425477,0.6400492122966779,1.020436268112057
GSM2814184_9828653025_R01C01,0.06249950536355485,0.13205512342224413,0.03455686556395433,0.09566082702096453,0.0981034024261835,0.6015495558064716,1.024425279603373
GSM2814185_9828653025_R02C01,0.040891413267369066,0.054677343077836116,0.016769610609406318,0.055824403214738784,0.08322864720402902,0.7730770875380022,1.0244685049113815
GSM2814186_9828653025_R03C01,0.20141684423335574,0.1839969722602068,0.10705442027463988,0.06929163139684374,0.07978116920070226,0.3865542748363444,1.0280953122020928
GSM2814187_9828653025_R04C01,0.25381656009728204,0.14859392456907702,0.06474481560231843,0.06627351977268153,0.06280835860140435,0.42846905012736547,1.0247062287701287
GSM2814188_9828653025_R05C01,0.0932204316436727,0.08609425577539837,0.05085707965862597,0.0733541675747533,0.10210734820213249,0.6219976518116543,1.0276309346662373
GSM2814189_9828653025_R06C01,0.21309484823116284,0.2660639249975806,0.10444919716875355,0.12714405261377001,0.10337383716037368,0.23898782517739203,1.0531136853490326
GSM2814190_9828653025_R01C02,0.12410705275337293,0.09969127617321916,0.026503507123705906,0.09230780060239477,0.0557377799558916,0.6324205588133475,1.0307679754219319
GSM2814191_9828653025_R02C02,0.14649354349445673,0.1496473252023608,0.047572327554283526,0.13211307582110973,0.09569641324249407,0.46335699061866537,1.03487967593337
GSM2814192_9828653025_R03C02,0.11426757618394195,0.1256244334036452,0.003709929565205812,0.048662166722656434,0.06837830644755215,0.663981079640877,1.0246234919638786
GSM2814193_9828653025_R04C02,0.12303800680933888,0.1482794112627907,0.013282779355819925,0.07580284740158437,0.06965110674856405,0.5938575432054303,1.0239116947835283
GSM2814194_9828653025_R05C02,0.13694596660113706,0.10019683232428593,0.0,0.05829958600902135,0.07981893121806041,0.6527070437712285,1.0279683599237333
GSM2814195_9828653025_R06C02,0.1068040784229506,0.060738877640881574,0.0,0.043607137513893716,0.08310080404221809,0.7315754331394808,1.0258263307594249
GSM2814196_9828653012_R01C01,0.121525175928916,0.12246723295526275,0.0,0.06045307432323634,0.11099189397779202,0.6030436476290079,1.018481024814215
GSM2814197_9828653012_R02C01,0.11577390579689133,0.1032779326991222,0.0013075129359413596,0.0671184548835061,0.09401862392699978,0.6418315890571255,1.0233280192995862
GSM2814198_9828653012_R03C01,0.20036349046473162,0.12188181369181858,0.053072345569309655,0.11761828814010393,0.05998156029539608,0.48427304205860006,1.03719054021996
GSM2814199_9828653012_R04C01,0.16182146595211439,0.10732868430411742,0.11458560069968343,0.10351845019567045,0.060982966851694236,0.4700566306959922,1.0182937986992722
GSM2814200_9828653012_R05C01,0.05535514191103641,0.05622518557549118,0.01567297747893153,0.029736469273396158,0.049710385330841066,0.8013341421112637,1.00803430168096
GSM2814201_9828653012_R06C01,0.09247365023584887,0.1427169735315738,0.10429221997870444,0.05243585552181276,0.11503941699563924,0.5147103125825851,1.0216684288461644
GSM2814202_9828653012_R01C02,0.07891508295676634,0.09317527969912046,0.03350000706474557,0.05664714629967288,0.09825369509510565,0.6698160774999502,1.030307288615361
GSM2814203_9828653012_R02C02,0.1288429508047732,0.07816856997970738,0.06631712323478124,0.05866502235852882,0.1062763919393651,0.6057691643616414,1.0440392226787971
GSM2814204_9828653012_R03C02,0.2260326930272649,0.1145526246662569,0.08911141963178257,0.06813273869761904,0.08024992926629942,0.4627565496306755,1.0408359549198982
GSM2814205_9828653012_R04C02,0.15791679599809472,0.24503192099010376,0.13839529198494857,0.06510689093795907,0.058015202804999486,0.36028373864448077,1.0247498413605862
GSM2814206_9828653012_R05C02,0.17662512650733656,0.1014907113543053,0.0038302681281301375,0.11665807491352749,0.055231945855239696,0.5835526817701033,1.0373888085286425
GSM2814207_9828653012_R06C02,0.20192787661209852,0.12871081062064793,0.00973629561005003,0.11586154422378017,0.05932646545520676,0.5140346943179853,1.0295976868397687
GSM2814208_9828653021_R01C01,0.1716052272593088,0.09927172057164803,0.04964459240036826,0.04877036227918475,0.09793502505731463,0.557630286779246,1.0248572143470704
GSM2814209_9828653021_R02C01,0.10651162518175726,0.09120711778735109,0.0,0.05658375990814718,0.07090609933032899,0.693531503007366,1.0187401052149505
GSM2814210_9828653021_R03C01,0.18306809133624397,0.15766666229849904,0.10087320480294865,0.10300602400406653,0.08562917818725628,0.3956026842434547,1.0258458448724692
GSM2814211_9828653021_R04C01,0.15991472468922063,0.16012208792348115,0.046027415786476185,0.10218014728576624,0.08737252528690569,0.46941813367698565,1.0250350346488355
GSM2814212_9828653021_R05C01,0.213882046455328,0.170898839988942,0.0,0.09338815974027487,0.08386957928333108,0.4696059503354377,1.0316445758033137
GSM2814213_9828653021_R06C01,0.21129835841435085,0.154955558557631,0.0067997353831688225,0.11303036334934478,0.09956097580147552,0.4519447744099184,1.0375897659158893
GSM2814214_9828653021_R01C02,0.17353257629266167,0.18404605841859512,0.0,0.10285708144213049,0.08594838154272953,0.47881647654440906,1.025200574240526
GSM2814215_9828653021_R02C02,0.24528646907921836,0.2375561504411287,0.0,0.12592818202243672,0.06714299656879996,0.34227189205619424,1.018185690167778
GSM2814216_9828653021_R03C02,0.11172592673151305,0.061938462624073494,0.03949208532267612,0.056444731628740745,0.09312250733574601,0.6606882981321411,1.0234120117748906
GSM2814217_9828653021_R04C02,0.1904509611795451,0.08081491198877337,0.02004334008736556,0.06756326032237124,0.14119408240794842,0.5332884389690358,1.0333549949550396
GSM2814218_9828653021_R05C02,0.053517683786815234,0.0358159056666065,0.02332514642740466,0.04652516314423517,0.09919945439149089,0.7637257753422887,1.022109128758841
GSM2814219_9828653021_R06C02,0.08755635165286144,0.037674801641549294,0.0,0.05945800715689108,0.0937469002994956,0.7493624721208376,1.027798532871635
GSM2814220_9828653026_R01C01,0.10551139970859894,0.15987078426653298,0.0,0.09066998155157108,0.08181992963902805,0.5908074961898262,1.0286795913555573
GSM2814221_9828653026_R02C01,0.028827998892899234,0.09081288399561195,1.734723475976807e-18,0.0413647471790122,0.07292890939402968,0.7723956932611192,1.0063302327226724
GSM2814222_9828653026_R03C01,0.06436906847883253,0.10921439242291177,0.0942646448158089,0.062406564571124354,0.09881952736862187,0.5840590212134514,1.013133218870751
GSM2814223_9828653026_R04C01,0.08343622974711819,0.18628643692483987,0.03998808669351518,0.04986185039985171,0.09014422488126043,0.5618392001493047,1.01155602879589
GSM2814224_9828653026_R05C01,0.12440225247550654,0.07647816189345127,0.0,0.06508447067477242,0.055032636145841696,0.7106992824246589,1.0316968036142309
GSM2814225_9828653026_R06C01,0.1016500066922549,0.09481588534183445,0.06393987208028075,0.06140538428561809,0.07844184365256371,0.6364074785944382,1.0366604706469902
