cancer_type,recurrence,mean_beta
Pan-cancer,0.11825107651540245,0.26319466666781666
Pan-cancer,0.038092083471348126,0.1481598340715768
Pan-cancer,0.06525339516396157,0.18679200041648308
Pan-cancer,0.6240476979132163,0.4269911681714806
Pan-cancer,0.21497184498178204,0.27842436060953496
Pan-cancer,0.015236833388539251,0.11285197072147712
Pan-cancer,0.008612123219609143,0.11796853493625496
Pan-cancer,0.03842331897979463,0.14461234252357016
Pan-cancer,0.12520702219277907,0.3108132749833736
Pan-cancer,0.1699238158330573,0.33238929231079395
Pan-cancer,0.045048029148724744,0.1680861538720665
Pan-cancer,0.22159655515071217,0.3494088182119472
Pan-cancer,0.4190129181848294,0.35606152529778834
Pan-cancer,0.17191122888373633,0.3499123615179709
Pan-cancer,0.29413713150049686,0.35198923886047584
Pan-cancer,0.02318648559125538,0.1228962089241129
Pan-cancer,0.020867837032129844,0.12762569132321377
Pan-cancer,0.37893342166280225,0.4259846385498376
Pan-cancer,0.454786353097052,0.39978350732187096
Pan-cancer,0.06127856906260351,0.1913923738907201
Pan-cancer,0.026830076184166943,0.13412058323064777
Pan-cancer,0.5296455780059622,0.3551837699905247
Pan-cancer,0.36734017886717457,0.3057782474911863
Pan-cancer,0.06160980457105002,0.16940013729796605
Pan-cancer,0.024511427625041403,0.13891874432441173
Pan-cancer,0.3229546207353428,0.43635376576541535
Pan-cancer,0.04670420669095727,0.17932376517007473
Pan-cancer,0.052003974826101355,0.1814613913339281
Pan-cancer,0.4988406757204372,0.3871917707644643
Pan-cancer,0.03776084796290162,0.14156975034680735
Pan-cancer,0.002649884067572044,0.11443517786324
Pan-cancer,0.051010268300761843,0.1653178738136831
Pan-cancer,0.0728718118582312,0.20027448832070233
Pan-cancer,0.08049022855250083,0.23199039237842697
Pan-cancer,0.25803246107982775,0.4044775813021072
Pan-cancer,0.06922822126531965,0.22566794208830893
Pan-cancer,0.07717787346803577,0.21524675468202586
Pan-cancer,0.45412388208015897,0.344077689524421
Pan-cancer,0.18317323617091752,0.2532313341287208
Pan-cancer,0.4730043060616098,0.3502729428013707
Pan-cancer,0.017555481947664788,0.12547085211459494
Pan-cancer,0.4749917191122888,0.3805066625448519
Pan-cancer,0.051672739317654856,0.15463429862838063
Pan-cancer,0.04438555813183173,0.15211921238291926
Pan-cancer,0.1762172904935409,0.3456942513070778
Pan-cancer,0.3756210665783372,0.4059653036037305
Pan-cancer,0.1523683338853925,0.22872489148735442
Pan-cancer,0.2851937727724412,0.3689432249873939
Pan-cancer,0.0182179529645578,0.13986229041713097
Pan-cancer,0.5001656177542233,0.4537800704514478
Pan-cancer,0.6949320967207685,0.36207299336630355
Pan-cancer,0.030142431268631996,0.13566201904962918
Pan-cancer,0.14210003312355085,0.29349575059843047
Pan-cancer,0.33521033454786353,0.3779454606460914
Pan-cancer,0.02782378270950646,0.13851048214848166
Pan-cancer,0.028155018217952965,0.12736310051919347
Pan-cancer,0.10765154024511428,0.283484514365348
Pan-cancer,0.03477972838688308,0.143399122190745
Pan-cancer,0.07022192779065915,0.23421750645098452
Pan-cancer,0.14872474329248095,0.26927336282875114
Pan-cancer,0.1401126200728718,0.25731223831062
Pan-cancer,0.08082146406094734,0.22229718108230118
Pan-cancer,0.042066909572706195,0.17077907990133934
Pan-cancer,0.6750579662139782,0.3428276729667538
Pan-cancer,0.025505134150380922,0.12442088981888061
Pan-cancer,0.13083802583636966,0.2830062894208471
Pan-cancer,0.11394501490559789,0.27717461357911
Pan-cancer,0.07320304736667771,0.2445233017350398
Pan-cancer,0.06459092414706856,0.17676690905883036
Pan-cancer,0.26896323285856244,0.30261379462180604
Pan-cancer,0.35674064259688637,0.33997735680352054
Pan-cancer,0.07154686982444518,0.20872246715181875
Pan-cancer,0.06724080821464061,0.22721092701488588
Pan-cancer,0.09108976482278901,0.2720943616922711
Pan-cancer,0.41371315004968534,0.3019696717306815
Pan-cancer,0.07187810533289168,0.19273405441326902
Pan-cancer,0.26531964226565086,0.3205393478529624
Pan-cancer,0.25273269294468365,0.3231676061904406
Pan-cancer,0.1576681020205366,0.2812234236396727
Pan-cancer,0.02119907254057635,0.13387486270588464
Pan-cancer,0.035110963895329576,0.1325414050937791
Pan-cancer,0.11195760185491885,0.2753965862947532
Pan-cancer,0.02484266313348791,0.13202617964586694
Pan-cancer,0.09771447499171912,0.2897176629837298
Pan-cancer,0.5216959258032461,0.39797423355408046
Pan-cancer,0.03212984431931103,0.13897493588523724
Pan-cancer,0.07750910897648228,0.21003381318383307
Pan-cancer,0.2060284862537264,0.2840715507819947
Pan-cancer,0.04604173567406426,0.16127229420932582
Pan-cancer,0.23782709506459093,0.29009541041351866
Pan-cancer,0.1460748592249089,0.28804902644969027
Pan-cancer,0.07552169592580324,0.21279524866446786
Pan-cancer,0.44153693275919176,0.40895348718964936
Pan-cancer,0.07220934084133819,0.24228931534124104
Pan-cancer,0.16263663464723419,0.31060357233615604
Pan-cancer,0.15104339185160648,0.2812274643364901
Pan-cancer,0.019542894998343822,0.12591560750245426
Pan-cancer,0.027492547201059953,0.13742935181552388
Pan-cancer,0.11096389532957933,0.22496805456991462
Pan-cancer,0.052997681351440874,0.16527614693755713
Pan-cancer,0.6213978138456443,0.41206184245254035
Pan-cancer,0.39682013911891356,0.3484226025725958
Pan-cancer,0.3063928453130176,0.32484468128284527
Pan-cancer,0.060947333554157004,0.21180299622266938
Pan-cancer,0.3451473998012587,0.18251802696045116
Pan-cancer,0.482941371315005,0.4581424697251018
Pan-cancer,0.455448824113945,0.39599636894695006
Pan-cancer,0.5551507121563432,0.5227138122158917
Pan-cancer,0.08711493872143093,0.2318182807394366
Pan-cancer,0.2673070553163299,0.33039265575836185
Pan-cancer,0.28121894667108316,0.37783508495197377
Pan-cancer,0.4667108314011262,0.3948771107790593
Pan-cancer,0.29082477641603177,0.35273403612659604
Pan-cancer,0.07386551838357072,0.239017204477136
Pan-cancer,0.07353428287512422,0.23129443750764334
Pan-cancer,0.06591586618085458,0.18283170357774933
Pan-cancer,0.09208347134812853,0.28280474625402025
Pan-cancer,0.14441868168267638,0.3100094116213569
Pan-cancer,0.05531632991056641,0.15912347960682402
Pan-cancer,0.10831401126200729,0.23272989093308857
Pan-cancer,0.16793640278237826,0.31937062674529526
Pan-cancer,0.09340841338191454,0.26875756598482925
Pan-cancer,0.058959920503477974,0.20319574349342315
Pan-cancer,0.04372308711493872,0.15340791406481558
Pan-cancer,0.2861874792977807,0.38148368070577743
Pan-cancer,0.06359721762172905,0.18433043709278124
Pan-cancer,0.5250082808877111,0.39149341636663176
Pan-cancer,0.30738655183835706,0.3135316340761663
Pan-cancer,0.0669095727061941,0.2199070500607866
Pan-cancer,0.1093077177873468,0.31299396757578
Pan-cancer,0.4243126863199735,0.3852285406395029
Pan-cancer,0.15501821795296455,0.23439909455192706
Pan-cancer,0.22855250082808878,0.3019036704779485
Pan-cancer,0.516396157668102,0.38049352985467816
Pan-cancer,0.2659821132825439,0.38069155817656936
Pan-cancer,0.5233521033454787,0.39711338532694745
Pan-cancer,0.047035442199403775,0.17788119608395642
Pan-cancer,0.10566412719443524,0.2998438973915115
Pan-cancer,0.10632659821132825,0.2943471052844469
Pan-cancer,0.05366015236833389,0.192556854084823
Pan-cancer,0.33123550844650546,0.32557437032200087
Pan-cancer,0.4176879761510434,0.36944427673012376
Pan-cancer,0.13050679032792314,0.27861793577374905
Pan-cancer,0.1391189135475323,0.28814727567434834
Pan-cancer,0.5342828751242134,0.44818360836430804
Pan-cancer,0.451473998012587,0.39997507096971974
Pan-cancer,0.04571050016561776,0.15203446099888332
Pan-cancer,0.11659489897316992,0.270143194532243
Pan-cancer,0.10135806558463067,0.2685104193663736
Pan-cancer,0.27028817489234847,0.3890578287779905
Pan-cancer,0.3378602186154356,0.3510501834403085
Pan-cancer,0.4978469691950977,0.42229716773411075
Pan-cancer,0.20867837032129843,0.33419910162367766
Pan-cancer,0.09605829744948659,0.2270534940335304
Pan-cancer,0.3269294468367009,0.3986511864827854
Pan-cancer,0.38257701225571383,0.3701719343040173
Pan-cancer,0.07651540245114276,0.22315318959253597
Pan-cancer,0.512421331566744,0.5203263021971394
Pan-cancer,0.13713150049685327,0.2614448062735703
Pan-cancer,0.5905929115601193,0.37276386616375745
Pan-cancer,0.12023848956608148,0.32066955298561706
Pan-cancer,0.513083802583637,0.29986875632482934
Pan-cancer,0.5283206359721763,0.45248353072902614
Pan-cancer,0.22524014574362372,0.31567938227782005
Pan-cancer,0.08380258363696588,0.22850834394696032
Pan-cancer,0.03974826101358066,0.15882430280145096
Pan-cancer,0.17157999337528984,0.3543179754493752
Pan-cancer,0.6101358065584631,0.48762833780186604
Pan-cancer,0.11725736999006293,0.25956025925720694
Pan-cancer,0.42066909572706196,0.3168957672267173
Pan-cancer,0.37131500496853265,0.38510149675404637
Pan-cancer,0.7426300099370653,0.3534382397570933
Pan-cancer,0.013580655846306725,0.12252976626613915
Pan-cancer,0.5495197085127526,0.439369301088642
Pan-cancer,0.15468698244451806,0.2734866233456442
Pan-cancer,0.18350447167936404,0.3281304699620908
Pan-cancer,0.16727393176548527,0.3553143025269273
Pan-cancer,0.03941702550513415,0.1384389394688976
Pan-cancer,0.04537926465717125,0.15976941173013107
Pan-cancer,0.2855250082808877,0.5018300446800329
Pan-cancer,0.19178535939052666,0.2955627445769277
Pan-cancer,0.06293474660483604,0.20465491743769373
Pan-cancer,0.3461411063265982,0.3351863254941567
Pan-cancer,0.14077509108976483,0.2876768876897075
Pan-cancer,0.7012255713812521,0.4459325313888936
Pan-cancer,0.1394501490559788,0.2848998329530925
Pan-cancer,0.33686651209009605,0.4507109384200393
Pan-cancer,0.2792315336204041,0.31107546426505017
Pan-cancer,0.07949652202716131,0.21886470989005763
Pan-cancer,0.06392845313017556,0.22356831829343407
Pan-cancer,0.13116926134481616,0.2967656324388977
Pan-cancer,0.05067903279231534,0.17772997738957746
Pan-cancer,0.4915534945346141,0.3870953915878469
Pan-cancer,0.023848956608148394,0.12522202522517764
Pan-cancer,0.20768466379595893,0.31048011223180977
Pan-cancer,0.302749254720106,0.3886053130238122
Pan-cancer,0.3686651209009606,0.3869503738718734
Pan-cancer,0.4186816826763829,0.35434443057052584
Pan-cancer,0.24544551175886056,0.30047770643668964
Pan-cancer,0.1215634315998675,0.27770648477804805
Pan-cancer,0.20205366015236834,0.341688991057628
Pan-cancer,0.2484266313348791,0.3611212630311437
Pan-cancer,0.039085789996687645,0.14985921979708447
Pan-cancer,0.0543226233852269,0.1680612922335468
Pan-cancer,0.6459092414706856,0.4305240692039241
Pan-cancer,0.05266644584299437,0.18233939842833355
Pan-cancer,0.06326598211328255,0.20437088677097512
Pan-cancer,0.06790327923153362,0.2211946683215294
Pan-cancer,0.1096389532957933,0.2500412592522278
Pan-cancer,0.2414706856575025,0.25701450924832314
Pan-cancer,0.09903941702550513,0.2521192136246195
Pan-cancer,0.23219609142100034,0.4548041124513229
Pan-cancer,0.17124875786684332,0.34441251310059595
Pan-cancer,0.16661146074859226,0.26232597648833617
Pan-cancer,0.17025505134150382,0.31118807809213245
Pan-cancer,0.15004968532626697,0.34514263878854884
Pan-cancer,0.6270288174892349,0.45185682966230734
Pan-cancer,0.06757204372308712,0.22870605835383137
Pan-cancer,0.20337860218615436,0.3165177998948798
Pan-cancer,0.10102683007618417,0.24917187125234957
Pan-cancer,0.09373964889036104,0.2274665448778363
Pan-cancer,0.19940377608479629,0.32148428994210954
Pan-cancer,0.2606823451473998,0.2595614859606707
Pan-cancer,0.26134481616429284,0.3033909997503585
Pan-cancer,0.242464392182842,0.2846072893636368
Pan-cancer,0.08678370321298443,0.2403028423020823
Pan-cancer,0.09506459092414707,0.22208240656059147
Pan-cancer,0.08247764160317986,0.23957748056784897
Pan-cancer,0.17389864193441537,0.2857839424602508
Pan-cancer,0.054985094402119905,0.18823216971144296
Pan-cancer,0.19509771447499172,0.34554953078866407
Pan-cancer,0.10467042066909572,0.239891862443545
Pan-cancer,0.16528651871480624,0.29578162828808624
Pan-cancer,0.2305399138787678,0.3721512784871688
Pan-cancer,0.32560450480291486,0.35776566843881014
Pan-cancer,0.27426300099370654,0.3606382662016605
Pan-cancer,0.1695925803246108,0.275406784019624
Pan-cancer,0.40278237827095065,0.2792386612303679
Pan-cancer,0.18019211659489898,0.30811610955635943
Pan-cancer,0.21464060947333555,0.3326072582236473
Pan-cancer,0.4074196753892017,0.406951039956297
Pan-cancer,0.03345478635309705,0.14862317695123642
Pan-cancer,0.10202053660152369,0.24377704112838916
Pan-cancer,0.5200397482610136,0.4012496783811182
Pan-cancer,0.1927790659158662,0.3153503758899415
Pan-cancer,0.11460748592249088,0.2641649676144144
Pan-cancer,0.300761841669427,0.3742085603726915
Pan-cancer,0.0665783371977476,0.20389621810446765
Pan-cancer,0.16296787015568068,0.3057386224900115
Pan-cancer,0.11791984100695595,0.26961076115422355
Pan-cancer,0.542563762835376,0.40440944641145987
Pan-cancer,0.40775091089764826,0.35493758903172906
Pan-cancer,0.14905597880092747,0.31187733442908033
Pan-cancer,0.07088439880755217,0.17278863414975484
Pan-cancer,0.3100364359059291,0.3822472205756947
Pan-cancer,0.34580987081815173,0.43098462917462804
Pan-cancer,0.1503809208347135,0.25452365595090953
Pan-cancer,0.5028155018217952,0.4330462293627242
Pan-cancer,0.04736667770785028,0.16270494338133693
Pan-cancer,0.07485922490891024,0.2532443363113176
Pan-cancer,0.13680026498840675,0.2509536129347832
Pan-cancer,0.09804571050016561,0.24975897614996864
Pan-cancer,0.4123882080158993,0.3151842241325624
Pan-cancer,0.21563431599867505,0.37643228427242287
Pan-cancer,0.3766147731036767,0.3617179512946686
Pan-cancer,0.2838688307386552,0.3001581371080505
Pan-cancer,0.11924478304074197,0.2538780658981096
Pan-cancer,0.14243126863199734,0.21639449729644816
Pan-cancer,0.05929115601192448,0.16816713846170492
Pan-cancer,0.1268631997350116,0.2524977099581083
Pan-cancer,0.1632991056641272,0.2585776208358682
Pan-cancer,0.13646902947996026,0.30524798881551596
Pan-cancer,0.07419675389201723,0.21362972464295377
Pan-cancer,0.0606160980457105,0.2031751537668529
Pan-cancer,0.16826763829082478,0.3193547522022425
Pan-cancer,0.09009605829744949,0.26083216980366597
Pan-cancer,0.2785690626035111,0.35120018660235763
Pan-cancer,0.11626366346472342,0.2827811845769641
Pan-cancer,0.1387876780390858,0.26810126647119414
Pan-cancer,0.16197416363034117,0.27508053757861467
Pan-cancer,0.26929446836700893,0.34238661957976974
Pan-cancer,0.4037760847962902,0.44544738109956966
Pan-cancer,0.39516396157668104,0.42520294204608583
Pan-cancer,0.392514077509109,0.3535466849218531
Pan-cancer,0.5362702881748923,0.43265462926556525
Pan-cancer,0.12885061278569063,0.2835519211727969
Pan-cancer,0.1397813845644253,0.26825858718733175
Pan-cancer,0.151374627360053,0.4232194177218174
Pan-cancer,0.42166280225240144,0.30326444650120804
Pan-cancer,0.07916528651871481,0.22923366863601
Pan-cancer,0.036104670420669095,0.1485577737857178
Pan-cancer,0.2911560119244783,0.36729364644837686
Pan-cancer,0.121232196091421,0.29103573649157516
Pan-cancer,0.09970188804239814,0.22393171741452447
Pan-cancer,0.05697250745279894,0.1668170240050016
Pan-cancer,0.36204041073203047,0.37112379007787644
Pan-cancer,0.08512752567075191,0.2739356686979913
Pan-cancer,0.5879430274925472,0.4067821831294426
Pan-cancer,0.22921497184498177,0.37631131908697846
Pan-cancer,0.42630009937065255,0.36198501582679654
Pan-cancer,0.3527658164955283,0.3988879219129246
Pan-cancer,0.2119907254057635,0.2989445420600595
Pan-cancer,0.35342828751242134,0.39384244816966235
Pan-cancer,0.1639615766810202,0.328489453547956
Pan-cancer,0.1152699569393839,0.2900172967229742
Pan-cancer,0.08214640609473335,0.26256242425916365
Pan-cancer,0.22192779065915866,0.4399329337728364
Pan-cancer,0.3375289831069891,0.41809025560506763
Pan-cancer,0.23252732692944683,0.2883117910072617
Pan-cancer,0.0970520039748261,0.28861703613947826
Pan-cancer,0.09870818151705862,0.2546302527507982
Pan-cancer,0.1768797615104339,0.36794332524593
Pan-cancer,0.6482278900298112,0.41882007651979514
Pan-cancer,0.23915203709837696,0.4088520972528473
Pan-cancer,0.4643921828420007,0.406668119140712
Pan-cancer,0.1440874461742299,0.3263995983967497
Pan-cancer,0.5008280887711163,0.40040300558557185
Pan-cancer,0.40443855581318316,0.39061152750047123
Pan-cancer,0.09142100033123551,0.20512212226149784
