cancer_type,recurrence,mean_beta
Pan-cancer,0.14971844981782048,0.3190970524920436
Pan-cancer,0.4107320304736668,0.40378126115369656
Pan-cancer,0.3706525339516396,0.3808838822721567
Pan-cancer,0.14806227227558794,0.29555223132153696
Pan-cancer,0.4769791321629679,0.3063768506598459
Pan-cancer,0.2537263994700232,0.31870705052641074
Pan-cancer,0.2676382908247764,0.3262535855273855
Pan-cancer,0.1384564425306393,0.29792424871418877
Pan-cancer,0.42795627691288507,0.3505688230502374
Pan-cancer,0.5319642265650878,0.39079195802932903
Pan-cancer,0.08843988075521696,0.25144549091107943
Pan-cancer,0.19609142100033122,0.3217799637510024
Pan-cancer,0.13514408744617423,0.29109842427129123
Pan-cancer,0.1026830076184167,0.2489336192161028
Pan-cancer,0.6121232196091421,0.3880403726993869
Pan-cancer,0.5409075852931434,0.27311486223751613
Pan-cancer,0.42100033123550845,0.48580835859981697
Pan-cancer,0.6353097052003975,0.41417188433685226
Pan-cancer,0.16164292812189468,0.3003686243635202
Pan-cancer,0.2421331566743955,0.2642104169964321
Pan-cancer,0.20437230871149387,0.3094824695911714
Pan-cancer,0.24677045379264656,0.3603270270007098
Pan-cancer,0.20834713481285194,0.3069461182939233
Pan-cancer,0.22822126531964226,0.2785743613186841
Pan-cancer,0.38986419344153694,0.40463282901141195
Pan-cancer,0.1328254388870487,0.2545931803605702
Pan-cancer,0.2567075190460417,0.39880417871062107
Pan-cancer,0.33487909903941704,0.33497100573598276
Pan-cancer,0.6141106326598211,0.3836561194086132
Pan-cancer,0.19675389201722424,0.3024785964680853
Pan-cancer,0.1271944352434581,0.2545024082407214
Pan-cancer,0.08943358728055648,0.2862269998327146
Pan-cancer,0.10003312355084465,0.2331452577605957
Pan-cancer,0.3998012586949321,0.44880800540097926
Pan-cancer,0.07519046041735675,0.2512378392608282
Pan-cancer,0.32427956276912884,0.4010717688942004
Pan-cancer,0.25637628353759523,0.4488010065359535
Pan-cancer,0.303411725736999,0.3655894791102141
Pan-cancer,0.6899635640940709,0.5145159294883269
Pan-cancer,0.2533951639615767,0.35350992506553014
Pan-cancer,0.6780390857899967,0.4237337105099624
Pan-cancer,0.5793309042729381,0.4891452293998974
Pan-cancer,0.12586949320967208,0.3089074250438944
Pan-cancer,0.5776747267307055,0.3720888445268585
Pan-cancer,0.5230208678370322,0.3971257879709943
Pan-cancer,0.5939052666445843,0.5145236174058483
Pan-cancer,0.10168930109307718,0.23716072032641847
Pan-cancer,0.3524345809870818,0.4277544901272924
Pan-cancer,0.3875455448824114,0.4899390544090005
Pan-cancer,0.27625041404438555,0.19720798768681055
Pan-cancer,0.23848956608148394,0.28802108151689215
Pan-cancer,0.26465717124875787,0.38681663053175724
Pan-cancer,0.15667439549519707,0.39473507055099427
Pan-cancer,0.7081815170586286,0.46107658698062337
Pan-cancer,0.22888373633653528,0.34771262294532895
Pan-cancer,0.2842000662471017,0.30803778964202466
Pan-cancer,0.6300099370652534,0.47307307413830024
Pan-cancer,0.25736999006293476,0.39640176452433834
Pan-cancer,0.3517721099701888,0.3868291179821176
Pan-cancer,0.1348128519377277,0.2284250550664645
Pan-cancer,0.2696257038754554,0.364605611109195
Pan-cancer,0.29380589599205037,0.35361653767002516
Pan-cancer,0.5018217952964558,0.42161712563876136
Pan-cancer,0.07452798940046373,0.19952963692059206
Pan-cancer,0.21629678701556806,0.3291994645070832
Pan-cancer,0.22259026167605167,0.3380054449373822
Pan-cancer,0.6783703212984432,0.42661933020149834
Pan-cancer,0.6151043391851606,0.47250445413710696
Pan-cancer,0.14706856575024843,0.2832779056454811
Pan-cancer,0.3829082477641603,0.4280044177962809
Pan-cancer,0.11030142431268632,0.28545604835370053
Pan-cancer,0.32030473666777076,0.31395455986121584
Pan-cancer,0.3683338853925141,0.3763798820382878
Pan-cancer,0.16230539913878766,0.34181664601934275
Pan-cancer,0.4362371646240477,0.35583876055353497
Pan-cancer,0.18052335210334547,0.2662996280512219
Pan-cancer,0.42861874792977805,0.4040164961587257
Pan-cancer,0.3703212984431931,0.42066144566271085
Pan-cancer,0.1636303411725737,0.3311482471247723
Pan-cancer,0.30009937065253395,0.433257059026293
Pan-cancer,0.12222590261676052,0.29420053631820864
Pan-cancer,0.12984431931103013,0.3475797352496027
Pan-cancer,0.11858231202384896,0.29058192948498013
Pan-cancer,0.34812851937727723,0.4009419986108242
Pan-cancer,0.32461079827757533,0.3594989611839883
Pan-cancer,0.14375621066578337,0.3095812780380266
Pan-cancer,0.1705862868499503,0.3330604104198454
Pan-cancer,0.14739980125869492,0.3791215075033542
Pan-cancer,0.31666114607485923,0.38368812381615364
Pan-cancer,0.334216628022524,0.41969792775137665
Pan-cancer,0.4299436899635641,0.40333720519542987
Pan-cancer,0.2073534282875124,0.31077207897604203
Pan-cancer,0.21960914210003313,0.3127538338784581
Pan-cancer,0.20271613116926135,0.3356714642343702
Pan-cancer,0.47002318648559127,0.3983483619753349
Pan-cancer,0.6747267307055317,0.3864462931161457
Pan-cancer,0.1086452467704538,0.2878337287960234
Pan-cancer,0.45213646902947996,0.32427531373321217
Pan-cancer,0.3448161642928122,0.4281785491784679
Pan-cancer,0.42298774428618746,0.4095263111635237
Pan-cancer,0.2805564756541901,0.4132049054303411
Pan-cancer,0.23186485591255382,0.3739354923972409
Pan-cancer,0.43391851606492216,0.3425221387673836
Pan-cancer,0.25074527989400464,0.30909338075115694
Pan-cancer,0.21132825438887048,0.34756601631941714
Pan-cancer,0.3560781715799934,0.3914018608975472
Pan-cancer,0.11957601854918848,0.28633978112722314
Pan-cancer,0.18582312023848957,0.3576538799212219
Pan-cancer,0.2666445842994369,0.4486232184856559
Pan-cancer,0.6734017886717456,0.3964695540658713
Pan-cancer,0.07684663795958926,0.28764043066785383
Pan-cancer,0.23418350447167938,0.24662153044461474
Pan-cancer,0.3318979794633985,0.2859129606199633
Pan-cancer,0.33554157005631,0.3046003913965788
Pan-cancer,0.1941040079496522,0.3358279793150493
Pan-cancer,0.18118582312023848,0.3578851844049513
Pan-cancer,0.46141106326598214,0.42878975560903104
Pan-cancer,0.17986088108645246,0.20558879575399702
Pan-cancer,0.45180523352103347,0.4561427916122256
Pan-cancer,0.21232196091421,0.31637915709984227
Pan-cancer,0.13812520702219278,0.3465804589654546
Pan-cancer,0.4922159655515071,0.3879483137302909
Pan-cancer,0.606160980457105,0.39873750620638104
Pan-cancer,0.3265982113282544,0.381275791964895
Pan-cancer,0.4607485922490891,0.3972929843802684
Pan-cancer,0.6194104007949652,0.39810417107751644
Pan-cancer,0.2000662471016893,0.3401006585619361
Pan-cancer,0.25968863862206026,0.35671211600298064
Pan-cancer,0.635640940708844,0.4697167340467534
Pan-cancer,0.3159986750579662,0.4389034618770892
Pan-cancer,0.13448161642928122,0.2969598338487158
Pan-cancer,0.605498509440212,0.42285397157162447
Pan-cancer,0.08413381914541239,0.1663465310291145
Pan-cancer,0.7492547201059954,0.4986632922754065
Pan-cancer,0.09407088439880755,0.23397044692221147
Pan-cancer,0.1888042398145081,0.34132251808425546
Pan-cancer,0.6631334879099039,0.42127361349163195
Pan-cancer,0.19476647896654523,0.3879429983163408
Pan-cancer,0.20669095727061942,0.29173410789767684
Pan-cancer,0.24908910235177212,0.4043486476425325
Pan-cancer,0.6681020205366015,0.5492973991170425
Pan-cancer,0.6558463067240808,0.468064127700255
Pan-cancer,0.3206359721762173,0.3558830060962245
Pan-cancer,0.2242464392182842,0.26667506908444943
Pan-cancer,0.515733686651209,0.3493113873090417
Pan-cancer,0.20900960582974495,0.3127733431141382
Pan-cancer,0.8029148724743292,0.5928558195681545
Pan-cancer,0.39019542894998344,0.3575067479173284
Pan-cancer,0.21894667108314012,0.2831017024180245
Pan-cancer,0.484266313348791,0.4246792317464581
Pan-cancer,0.11129513083802584,0.27001103618006883
Pan-cancer,0.3212984431931103,0.37340351664337196
Pan-cancer,0.5041404438555813,0.36481514315246344
Pan-cancer,0.32957933090427294,0.38140987116541203
Pan-cancer,0.3640278237827095,0.4473018946033235
Pan-cancer,0.15833057303742962,0.3424638167247643
Pan-cancer,0.4498178204703544,0.34769103836757365
Pan-cancer,0.4090758529314342,0.45269391661979785
Pan-cancer,0.22656508777740975,0.36872156084500013
Pan-cancer,0.43954951970851275,0.3523954430599698
Pan-cancer,0.27658164955283204,0.3747885887093332
Pan-cancer,0.5448824113945014,0.49326455018676796
Pan-cancer,0.43789334216628023,0.44301493175577433
Pan-cancer,0.39648890361046707,0.35928363556593645
Pan-cancer,0.4041073203047367,0.38083481042934336
Pan-cancer,0.11493872143093739,0.31029882642837214
Pan-cancer,0.4551175886054985,0.44900394870134586
Pan-cancer,0.2239152037098377,0.289481782786865
Pan-cancer,0.5809870818151706,0.42837776234762925
Pan-cancer,0.25405763497846967,0.34950539426552013
Pan-cancer,0.4488241139450149,0.27244275148874336
Pan-cancer,0.6273600529976814,0.37241013879328777
Pan-cancer,0.3173236170917522,0.41582113486116395
Pan-cancer,0.09307717787346803,0.2627889632439007
Pan-cancer,0.44451805233521036,0.44362739539105656
Pan-cancer,0.3779397151374627,0.4323848735679089
Pan-cancer,0.21695925803246108,0.3650676802221935
Pan-cancer,0.18913547532295463,0.3179259555668767
Pan-cancer,0.45842994368996354,0.5130819419478403
Pan-cancer,0.20934084133819145,0.3228261241089557
Pan-cancer,0.2967870155680689,0.3075479205842948
Pan-cancer,0.26399470023186483,0.26272689100783675
Pan-cancer,0.2547201059953627,0.36652958093133575
Pan-cancer,0.14938721430937396,0.3262635525953997
Pan-cancer,0.19874130506790327,0.36440453941645573
Pan-cancer,0.2053660152368334,0.3471511617070847
Pan-cancer,0.31103014243126864,0.3447917282140269
Pan-cancer,0.6164292812189467,0.40273772694201104
Pan-cancer,0.22623385226896323,0.26825163323593443
Pan-cancer,0.20238489566081483,0.39215242768433056
Pan-cancer,0.3653527658164955,0.34684288906827615
Pan-cancer,0.6204041073203047,0.4377534040696649
Pan-cancer,0.08148393507784034,0.2581726442441227
Pan-cancer,0.43988075521695924,0.40917718564338657
Pan-cancer,0.25836369658827424,0.35012621670321126
Pan-cancer,0.6425968863862206,0.41844834636919503
Pan-cancer,0.5783371977475985,0.2761031412273601
Pan-cancer,0.3193110301424313,0.4369905835961532
Pan-cancer,0.5485260019874131,0.4442215024548322
Pan-cancer,0.4478304074196754,0.4775559199055588
Pan-cancer,0.15998675057966213,0.31653091209661777
Pan-cancer,0.3739648890361047,0.3496163809681814
Pan-cancer,0.13348790990394171,0.2593261533448648
Pan-cancer,0.4276250414044386,0.416737036830767
Pan-cancer,0.7028817489234847,0.43398063861154385
Pan-cancer,0.2951308380258364,0.35556089418676123
Pan-cancer,0.22093408413381915,0.40187184193370085
Pan-cancer,0.5313017555481948,0.42380738401266455
Pan-cancer,0.4120569725074528,0.45284729755647596
Pan-cancer,0.15733686651209008,0.20262835961660555
Pan-cancer,0.2176217290493541,0.30414382331629297
Pan-cancer,0.3044054322623385,0.29663589991269584
Pan-cancer,0.31301755548194765,0.2831834589763638
Pan-cancer,0.3484597548857237,0.4230674202187452
Pan-cancer,0.5614441868168267,0.361985264451776
Pan-cancer,0.12951308380258364,0.3194206603748745
Pan-cancer,0.24610798277575355,0.3567286661980628
Pan-cancer,0.3593905266644584,0.3882636053553248
Pan-cancer,0.4491553494534614,0.30203170980664074
Pan-cancer,0.6462404769791321,0.5078228309913752
Pan-cancer,0.608148393507784,0.37936114731374737
Pan-cancer,0.543888704869162,0.45240875432654815
Pan-cancer,0.17323617091752236,0.28467856118151863
Pan-cancer,0.08976482278900298,0.1984382397234326
Pan-cancer,0.4418681682676383,0.4278593925386131
Pan-cancer,0.2365021530308049,0.33228174398066074
Pan-cancer,0.3537595230208678,0.36989917990442917
Pan-cancer,0.6452467704537926,0.5487149189244889
Pan-cancer,0.43259357403113613,0.31336566198064963
Pan-cancer,0.20172242464392182,0.3327050592031863
Pan-cancer,0.6230539913878768,0.2999948651457437
Pan-cancer,0.15303080490228552,0.305308591572782
Pan-cancer,0.45710500165617757,0.3653414997337903
Pan-cancer,0.4898973169923816,0.4211840455102257
Pan-cancer,0.6319973501159324,0.44065210223308154
Pan-cancer,0.6124544551175886,0.29736937126554297
Pan-cancer,0.31765485260019877,0.23082811792818364
Pan-cancer,0.5187148062272275,0.46251602758690835
Pan-cancer,0.32394832726068234,0.41975324453373986
Pan-cancer,0.6826763829082477,0.43187560620253834
Pan-cancer,0.2904935409075853,0.30536033283269176
Pan-cancer,0.3464723418350447,0.45089801024926757
Pan-cancer,0.2620072871811858,0.21998826309476258
Pan-cancer,0.22722755879430276,0.3903886530242162
Pan-cancer,0.27393176548526,0.2673890849221368
Pan-cancer,0.16098045710500167,0.2858765141166234
Pan-cancer,0.15568068896985757,0.31540003991366494
Pan-cancer,0.2477641603179861,0.22275041321704703
Pan-cancer,0.24080821464060947,0.30718610991201345
Pan-cancer,0.18681682676382907,0.3094699979989516
Pan-cancer,0.26863199735011595,0.4032922943052523
Pan-cancer,0.756873136800265,0.5340238579342942
Pan-cancer,0.3169923815833057,0.28625393984052755
Pan-cancer,0.361709175223584,0.38717041518726014
Pan-cancer,0.5326266975819808,0.3954451100629871
Pan-cancer,0.6134481616429281,0.40803569472999435
Pan-cancer,0.3812520702219278,0.4100408178101431
Pan-cancer,0.32924809539582645,0.40139795953293217
Pan-cancer,0.46902947996025174,0.35860460430892926
Pan-cancer,0.11361377939715138,0.23336458339276256
Pan-cancer,0.12818814176879761,0.2992649747977326
Pan-cancer,0.4054322623385227,0.3508999786763467
Pan-cancer,0.5624378933421663,0.437455894073995
Pan-cancer,0.3981450811526996,0.36705249651627125
Pan-cancer,0.4163630341172574,0.3409218838184295
Pan-cancer,0.5269956939383902,0.39307694008806215
Pan-cancer,0.5114276250414045,0.405172343919633
Pan-cancer,0.13613779397151374,0.2661888909622333
Pan-cancer,0.722755879430275,0.40332656667280775
Pan-cancer,0.23815833057303742,0.3188234530184411
Pan-cancer,0.2729380589599205,0.3631712117860049
Pan-cancer,0.28850612785690627,0.36405819244931364
Pan-cancer,0.2487578668433256,0.35652497545060763
Pan-cancer,0.6349784696919509,0.44265258342004365
Pan-cancer,0.4494865849619079,0.36656070450048434
Pan-cancer,0.45279894004637294,0.40516488971177544
Pan-cancer,0.17489234845975488,0.299013648046122
Pan-cancer,0.3795958926796953,0.4066341763630967
Pan-cancer,0.37197747598542563,0.4165027494458242
Pan-cancer,0.23285856243789335,0.3375453282178904
Pan-cancer,0.18648559125538258,0.3315720076876212
Pan-cancer,0.20801589930440542,0.38706560220073594
Pan-cancer,0.5650877774097384,0.43471623984401236
Pan-cancer,0.3156674395495197,0.3369490472517561
Pan-cancer,0.2716131169261345,0.3629125577702827
Pan-cancer,0.1156011924478304,0.3106727590107097
Pan-cancer,0.38953295793309045,0.32916208416023446
Pan-cancer,0.519046041735674,0.46841983106289636
Pan-cancer,0.4474991719112289,0.3670149877542676
Pan-cancer,0.32891685988737995,0.4005134452807854
Pan-cancer,0.6581649552832064,0.3714795533083733
Pan-cancer,0.4720105995362703,0.42384057867130975
Pan-cancer,0.5528320635972176,0.4328511345458927
Pan-cancer,0.20702219277906592,0.35547870750266214
Pan-cancer,0.20139118913547532,0.30631663508997964
Pan-cancer,0.4014574362371646,0.3863110852171717
Pan-cancer,0.23517721099701888,0.29537698251835953
Pan-cancer,0.3136800264988407,0.36649663743739885
Pan-cancer,0.13183173236170917,0.28828794905318234
Pan-cancer,0.18449817820470354,0.3617130158640057
Pan-cancer,0.3994700231864856,0.3206793975207991
Pan-cancer,0.456773766147731,0.36799244520334323
Pan-cancer,0.41338191454123885,0.31140379834197757
Pan-cancer,0.332891685988738,0.3967718197857352
Pan-cancer,0.38489566081483934,0.41679406516406065
Pan-cancer,0.09241470685657502,0.25315607646760224
Pan-cancer,0.5846306724080822,0.2811211596742853
Pan-cancer,0.11990725405763498,0.33223965688870544
Pan-cancer,0.12255713812520702,0.23681871286459338
Pan-cancer,0.39582643259357403,0.34857769984120346
Pan-cancer,0.5664127194435243,0.42433327783499025
Pan-cancer,0.47101689301093075,0.3599163943547547
Pan-cancer,0.3832394832726068,0.30968639600012055
Pan-cancer,0.15634315998675058,0.3065048513223959
Pan-cancer,0.22126531964226565,0.3229094550413068
Pan-cancer,0.08280887711162636,0.24918440941549477
Pan-cancer,0.5647565419012918,0.3653393118488459
Pan-cancer,0.38622060284862536,0.3942600992831118
Pan-cancer,0.36038423318979795,0.37232600677969163
Pan-cancer,0.19642265650877774,0.33569020501072383
Pan-cancer,0.6008612123219609,0.4413808504222339
Pan-cancer,0.23451473998012587,0.3948561728434464
Pan-cancer,0.30506790327923156,0.4224463629872101
Pan-cancer,0.3391851606492216,0.31008390924753565
Pan-cancer,0.33653527658164956,0.38208487005569614
Pan-cancer,0.30175554819476647,0.4100643935815117
Pan-cancer,0.3504471679364028,0.33828557025406114
Pan-cancer,0.2600198741305068,0.3096577507854252
Pan-cancer,0.21364690294799601,0.3514001787591456
Pan-cancer,0.2550513415038092,0.37244106550004646
Pan-cancer,0.44650546538588937,0.3913179987909745
Pan-cancer,0.3597217621729049,0.2938894845134582
Pan-cancer,0.4329248095395826,0.423286237002107
Pan-cancer,0.28353759523020866,0.3661935422056124
Pan-cancer,0.27459423650215303,0.33844799470700626
Pan-cancer,0.41536932759191786,0.40620464993586836
Pan-cancer,0.23550844650546537,0.34569052503306497
Pan-cancer,0.574693607154687,0.49475932791186217
Pan-cancer,0.3150049685326267,0.3322377799146098
Pan-cancer,0.4657171248757867,0.35427750237445765
Pan-cancer,0.5170586286849951,0.385495113857311
Pan-cancer,0.4385558131831732,0.39393576063439856
Pan-cancer,0.3941702550513415,0.4209743064643462
Pan-cancer,0.14309373964889036,0.2776329023585273
Pan-cancer,0.2825438887048692,0.4591110454491408
Pan-cancer,0.47797283868830737,0.42294517789108743
Pan-cancer,0.2865187148062272,0.46145721383482613
Pan-cancer,0.5256707519046042,0.46969953412920684
Pan-cancer,0.5667439549519708,0.41220694159727744
Pan-cancer,0.36104670420669094,0.3394283953919316
Pan-cancer,0.26300099370652535,0.3935503986791866
Pan-cancer,0.44319311030142433,0.42646028057333607
Pan-cancer,0.3285856243789334,0.40842465526998717
Pan-cancer,0.28155018217952965,0.33037926860662487
Pan-cancer,0.14773103676714144,0.24274118733366468
Pan-cancer,0.5670751904604173,0.33905013196665
Pan-cancer,0.6416031798608811,0.44761155435694044
Pan-cancer,0.3471348128519377,0.4037840982945908
Pan-cancer,0.21033454786353098,0.2925117831232877
Pan-cancer,0.6293474660483603,0.4229922256397835
Pan-cancer,0.5789996687644916,0.3638657564343196
Pan-cancer,0.39185160649221595,0.470354441659308
Pan-cancer,0.6767141437562106,0.6058836155736784
Pan-cancer,0.7310367671414376,0.4832243712210295
Pan-cancer,0.20967207684663797,0.3413533228735104
Pan-cancer,0.5982113282543888,0.39382697095635927
Pan-cancer,0.5703875455448824,0.4611530078854084
Pan-cancer,0.6111295130838026,0.4433859526784273
Pan-cancer,0.29943689963564096,0.3931409009575846
Pan-cancer,0.23087114938721431,0.30992436718550964
Pan-cancer,0.5978800927459423,0.4865799627008581
Pan-cancer,0.18847300430606162,0.333263544087269
Pan-cancer,0.5697250745279894,0.388998976319314
Pan-cancer,0.43325604504802917,0.446870064858574
Pan-cancer,0.17886717456111295,0.329784757101438
Pan-cancer,0.45246770453792645,0.39859895235418835
Pan-cancer,0.3564094070884399,0.3466937805694547
Pan-cancer,0.48857237495859557,0.4410035148242908
Pan-cancer,0.272606823451474,0.3439949740821791
Pan-cancer,0.7194435243458098,0.4754953857728979
Pan-cancer,0.4736667770785028,0.3638686245471814
Pan-cancer,0.4806227227558794,0.5550570148215216
Pan-cancer,0.5120900960582975,0.4209767073915144
Pan-cancer,0.4610798277575356,0.3566787589491603
Pan-cancer,0.42265650877774097,0.48170984332396005
Pan-cancer,0.606823451473998,0.38411623483883817
Pan-cancer,0.49817820470354424,0.29450234441973044
Pan-cancer,0.6588274263000994,0.43981193475720115
Pan-cancer,0.2934746604836038,0.4042335295198143
Pan-cancer,0.2368333885392514,0.3360613009484159
Pan-cancer,0.6624710168930109,0.4035542131822973
Pan-cancer,0.243126863199735,0.305726739459483
Pan-cancer,0.5862868499503147,0.41814700023078144
Pan-cancer,0.5869493209672076,0.5251999915476668
Pan-cancer,0.21066578337197747,0.37018711300272417
Pan-cancer,0.5654190129181849,0.35574012268139044
Pan-cancer,0.6704206690957271,0.47877407482196105
Pan-cancer,0.2957933090427294,0.3804077583116583
Pan-cancer,0.2186154355746936,0.32585029614937583
Pan-cancer,0.3415038092083471,0.4321147870263194
Pan-cancer,0.578005962239152,0.4222325950554037
Pan-cancer,0.1642928121894667,0.29048248525219206
Pan-cancer,0.6260351109638953,0.504267235435078
Pan-cancer,0.36767141437562106,0.45132371965927276
Pan-cancer,0.3024180192116595,0.3986605188997943
Pan-cancer,0.22755879430274925,0.3094869251817311
Pan-cancer,0.20105995362702883,0.2671482001297175
Pan-cancer,0.7174561112951309,0.3872646256115584
Pan-cancer,0.5011593242795628,0.4216849683656556
Pan-cancer,0.5988737992712819,0.4522439725535438
Pan-cancer,0.34945346141106326,0.31974587582593506
Pan-cancer,0.702550513415038,0.46752855723977194
Pan-cancer,0.16031798608810865,0.30557036871115656
Pan-cancer,0.44716793640278235,0.41191797248736656
Pan-cancer,0.3444849287843657,0.42293348030841615
Pan-cancer,0.5852931434249752,0.46302645230976197
Pan-cancer,0.5140775091089764,0.4093563892058327
Pan-cancer,0.1338191454123882,0.29257308397370907
Pan-cancer,0.2192779065915866,0.29230274386111454
Pan-cancer,0.547201059953627,0.43156408385892103
Pan-cancer,0.15435574693607154,0.30941685288185555
Pan-cancer,0.11162636634647234,0.34808239991394235
Pan-cancer,0.36237164624047696,0.46303143087392473
Pan-cancer,0.24743292480953957,0.41910491303132014
Pan-cancer,0.20370983769460085,0.3377671942991285
Pan-cancer,0.13779397151374628,0.31422195606586056
Pan-cancer,0.3570718781053329,0.3420808989559368
Pan-cancer,0.4170255051341504,0.3455414591988721
Pan-cancer,0.1467373302418019,0.31477478382783225
Pan-cancer,0.36303411725737,0.3439442807521112
Pan-cancer,0.543226233852269,0.44662161693877356
Pan-cancer,0.20304736667770784,0.3542981654528922
Pan-cancer,0.35475322954620736,0.345227930016846
Pan-cancer,0.16859887379927127,0.3029899657291054
Pan-cancer,0.5104339185160649,0.3566628191304881
Pan-cancer,0.514408744617423,0.39669047894177556
Pan-cancer,0.48757866843325604,0.3901484633115787
Pan-cancer,0.7386551838357072,0.42090573248639623
Pan-cancer,0.10599536270288175,0.24193624057848429
Pan-cancer,0.41006955945677376,0.399770943630905
Pan-cancer,0.3984763166611461,0.3520463829561129
Pan-cancer,0.3928453130175555,0.38146055134742074
Pan-cancer,0.40874461742298773,0.37450540876445865
Pan-cancer,0.5309705200397482,0.48510315082844907
Pan-cancer,0.22325273269294468,0.42441705142786706
Pan-cancer,0.4292812189466711,0.46244386204464494
Pan-cancer,0.15336204041073204,0.26554543478492665
Pan-cancer,0.16628022524014574,0.383580831925393
Pan-cancer,0.4223252732692945,0.40493761364318337
Pan-cancer,0.37727724412056973,0.3685768331140114
Pan-cancer,0.40245114276250415,0.44441160597122514
Pan-cancer,0.3557469360715469,0.39697837207665443
Pan-cancer,0.28751242133156674,0.49986864900786443
Pan-cancer,0.47399801258694935,0.43259285522613844
Pan-cancer,0.19841006955945678,0.22497712006031098
Pan-cancer,0.7691288506127857,0.4457601348267317
Pan-cancer,0.393839019542895,0.2968227737867635
Pan-cancer,0.6035110963895329,0.41436845953218693
Pan-cancer,0.4441868168267638,0.41393616574859654
Pan-cancer,0.39913878767803906,0.23887824845113315
Pan-cancer,0.5564756541901292,0.4616798975747565
Pan-cancer,0.2722755879430275,0.35764968201802483
Pan-cancer,0.6873136800264988,0.3928412447054569
Pan-cancer,0.6233852268963233,0.4005454543724795
Pan-cancer,0.19145412388208016,0.32670068981559575
Pan-cancer,0.47035442199403776,0.4097720226245878
Pan-cancer,0.5690626035110964,0.43242968726802244
Pan-cancer,0.5177210997018881,0.40113070287625485
Pan-cancer,0.31798608810864526,0.38340521941324096
Pan-cancer,0.40642596886386223,0.32457103613443705
Pan-cancer,0.40211990725405766,0.37311551043013635
Pan-cancer,0.13547532295462072,0.25591927722066066
Pan-cancer,0.6104670420669096,0.4041477758520576
Pan-cancer,0.4908910235177211,0.3884615813814451
Pan-cancer,0.49983438224577675,0.41275625551032435
Pan-cancer,0.36435905929115603,0.37230554978757996
Pan-cancer,0.2530639284531302,0.28649914769360496
Pan-cancer,0.24014574362371646,0.3002480480861044
Pan-cancer,0.17952964557800596,0.3449211063390292
Pan-cancer,0.19576018549188473,0.34306144727003246
Pan-cancer,0.24047697913216295,0.36121465894034044
Pan-cancer,0.46174229877442863,0.42965503870867544
Pan-cancer,0.37926465717124874,0.3609481038287319
Pan-cancer,0.6694269625703876,0.33922424008235164
Pan-cancer,0.181517058628685,0.2731772065904965
Pan-cancer,0.45975488572374956,0.49458323981675745
Pan-cancer,0.4624047697913216,0.45136549645097557
Pan-cancer,0.4511427625041404,0.4634690440232966
Pan-cancer,0.6896323285856244,0.4628201395544493
Pan-cancer,0.7042066909572706,0.3799388525707891
Pan-cancer,0.10433918516064922,0.21001842794379194
Pan-cancer,0.304736667770785,0.34770450177514867
Pan-cancer,0.7134812851937727,0.4717472314823127
Pan-cancer,0.4564425306392845,0.417179911404713
Pan-cancer,0.43358728055647566,0.3525091465230293
Pan-cancer,0.2974494865849619,0.29151624027993844
Pan-cancer,0.21331566743954952,0.38015985136079555
Pan-cancer,0.5352765816495528,0.41824756697619314
Pan-cancer,0.4315998675057966,0.3326941499352315
Pan-cancer,0.21430937396488903,0.2845544475067712
Pan-cancer,0.3815833057303743,0.373900219338258
Pan-cancer,0.5366015236833388,0.4344406990610584
Pan-cancer,0.30606160980457103,0.38141774156439323
Pan-cancer,0.2427956276912885,0.41145352861174095
Pan-cancer,0.5147399801258695,0.2960547783371176
Pan-cancer,0.6578337197747599,0.5097723439956514
Pan-cancer,0.3888704869161974,0.4050670228638736
Pan-cancer,0.6157668102020537,0.48218828463748636
Pan-cancer,0.17290493540907587,0.2667856460104754
Pan-cancer,0.5525008280887711,0.39409047059996755
Pan-cancer,0.3749585955614442,0.338414836392021
Pan-cancer,0.5839682013911891,0.3878017763695705
Pan-cancer,0.5895992050347797,0.4489399743942625
Pan-cancer,0.6253726399470023,0.4260794832750133
Pan-cancer,0.1755548194766479,0.34278660991223386
Pan-cancer,0.2245776747267307,0.28858256195595233
Pan-cancer,0.27558794302749257,0.38529243527024976
Pan-cancer,0.3226233852268963,0.4359285032134115
Pan-cancer,0.5382577012255714,0.39523552260470407
Pan-cancer,0.17654852600198742,0.2935010486061288
Pan-cancer,0.31864855912553824,0.2822278576819687
Pan-cancer,0.37528983106989067,0.44852404332204515
Pan-cancer,0.3574031136137794,0.3919122991969935
Pan-cancer,0.28883736336535276,0.40595062012219585
Pan-cancer,0.5462073534282875,0.45414867952030663
Pan-cancer,0.4352434580987082,0.35965263975994655
Pan-cancer,0.2991056641271944,0.539125993055525
Pan-cancer,0.3196422656508778,0.3093061441705763
Pan-cancer,0.4143756210665783,0.347987158134912
Pan-cancer,0.15899304405432263,0.3423954457374763
Pan-cancer,0.304074196753892,0.3090534422017497
Pan-cancer,0.5064590924147069,0.315080180631568
Pan-cancer,0.1937727724412057,0.31214287597181434
Pan-cancer,0.7197747598542564,0.39260418761273985
Pan-cancer,0.37330241801921166,0.3643251067316038
Pan-cancer,0.6690957270619411,0.4543824293940517
Pan-cancer,0.2808877111626366,0.3239341005270847
Pan-cancer,0.5091089764822789,0.47215681384801933
Pan-cancer,0.18549188473004305,0.32546826459655587
Pan-cancer,0.34382245776747267,0.3645792103350368
