variable,time,probability
Low DMI,0.0,0.0
Low DMI,0.0,0.0
Low DMI,0.10410958904109589,0.0008244023083264773
Low DMI,0.3095890410958904,0.0016488046166529546
Low DMI,0.37534246575342467,0.002473206924979432
Low DMI,0.5616438356164384,0.002473206924979432
Low DMI,0.6712328767123288,0.003298291121071273
Low DMI,0.6904109589041096,0.004123375317163114
Low DMI,0.736986301369863,0.004948459513254955
Low DMI,0.8082191780821918,0.004948459513254955
Low DMI,0.8849315068493151,0.004948459513254955
Low DMI,0.9424657534246575,0.005774914281101107
Low DMI,1.0082191780821919,0.005774914281101107
Low DMI,1.010958904109589,0.006602056615309881
Low DMI,1.0301369863013699,0.007429198949518656
Low DMI,1.104109589041096,0.00825634128372743
Low DMI,1.1753424657534246,0.009083483617936094
Low DMI,1.2246575342465753,0.009083483617936094
Low DMI,1.3287671232876712,0.009083483617936094
Low DMI,1.3424657534246576,0.009083483617936094
Low DMI,1.347945205479452,0.009083483617936094
Low DMI,1.3506849315068492,0.009083483617936094
Low DMI,1.473972602739726,0.009914092600653679
Low DMI,1.663013698630137,0.010744701583371263
Low DMI,1.6712328767123288,0.010744701583371263
Low DMI,1.7424657534246575,0.011576008556830608
Low DMI,1.8767123287671232,0.011576008556830608
Low DMI,2.0273972602739727,0.011576008556830608
Low DMI,2.0794520547945203,0.011576008556830608
Low DMI,2.1041095890410957,0.011576008556830608
Low DMI,2.2273972602739724,0.011576008556830608
Low DMI,2.265753424657534,0.012410826117171148
Low DMI,2.336986301369863,0.012410826117171148
Low DMI,2.3424657534246576,0.012410826117171148
Low DMI,2.367123287671233,0.013247057424438546
Low DMI,2.3917808219178083,0.014083288731706056
Low DMI,2.4136986301369863,0.014083288731706056
Low DMI,2.4657534246575343,0.014920229912748662
Low DMI,2.4794520547945207,0.014920229912748662
Low DMI,2.515068493150685,0.015757882778469123
Low DMI,2.673972602739726,0.016595535644189585
Low DMI,2.6794520547945204,0.017433188509909936
Low DMI,2.747945205479452,0.017433188509909936
Low DMI,2.824657534246575,0.017433188509909936
Low DMI,2.852054794520548,0.017433188509909936
Low DMI,2.967123287671233,0.018272989203491186
Low DMI,3.0821917808219177,0.019112789897072435
Low DMI,3.2246575342465755,0.019112789897072435
Low DMI,3.2465753424657535,0.019953310214212983
Low DMI,3.326027397260274,0.02079383053135342
Low DMI,3.3315068493150686,0.021634350848493855
Low DMI,3.347945205479452,0.02247487116563429
Low DMI,3.506849315068493,0.023315391482774728
Low DMI,3.526027397260274,0.024155911799915275
Low DMI,3.5643835616438357,0.024155911799915275
Low DMI,3.5726027397260274,0.024155911799915275
Low DMI,3.654794520547945,0.024155911799915275
Low DMI,3.671232876712329,0.02499860963083078
Low DMI,3.6931506849315068,0.025841307461746288
Low DMI,3.728767123287671,0.025841307461746288
Low DMI,3.7424657534246575,0.025841307461746288
Low DMI,3.8164383561643835,0.025841307461746288
Low DMI,3.871232876712329,0.026686197914945087
Low DMI,3.8794520547945206,0.026686197914945087
Low DMI,3.904109589041096,0.027531822417190988
Low DMI,3.9424657534246577,0.028377446919437
Low DMI,3.947945205479452,0.0292230714216829
Low DMI,3.96986301369863,0.030068695923928912
Low DMI,3.9863013698630136,0.030914320426174924
Low DMI,3.9972602739726026,0.030914320426174924
Low DMI,4.021917808219178,0.030914320426174924
Low DMI,4.090410958904109,0.03176142329293519
Low DMI,4.109589041095891,0.03260852615969556
Low DMI,4.260273972602739,0.033455629026455935
Low DMI,4.35068493150685,0.03430273189321631
Low DMI,4.4301369863013695,0.03430273189321631
Low DMI,4.449315068493151,0.03430273189321631
Low DMI,4.564383561643836,0.03515132351721173
Low DMI,4.745205479452054,0.03599991514120715
Low DMI,4.767123287671233,0.03599991514120715
Low DMI,4.7753424657534245,0.036849254423021005
Low DMI,4.912328767123288,0.036849254423021005
Low DMI,4.920547945205479,0.03769934334232994
Low DMI,4.964383561643835,0.03854943226163887
Low DMI,4.989041095890411,0.039399521180947805
Low DMI,5.049315068493151,0.04024961010025663
Low DMI,5.134246575342465,0.04024961010025663
Low DMI,5.2465753424657535,0.04024961010025663
Low DMI,5.287671232876712,0.041101207606822565
Low DMI,5.295890410958904,0.04195280511338839
Low DMI,5.30958904109589,0.04195280511338839
Low DMI,5.33972602739726,0.04280516026898151
Low DMI,5.3863013698630136,0.04365751542457463
Low DMI,5.4,0.04450987058016764
Low DMI,5.446575342465754,0.045362225735760764
Low DMI,5.465753424657534,0.046215342602842324
Low DMI,5.476712328767123,0.047068459469923773
Low DMI,5.47945205479452,0.04792234077864255
Low DMI,5.484931506849315,0.04792234077864255
Low DMI,5.523287671232877,0.04792234077864255
Low DMI,5.556164383561644,0.04792234077864255
Low DMI,5.594520547945206,0.04792234077864255
Low DMI,5.641095890410959,0.04792234077864255
Low DMI,5.6438356164383565,0.048780068399562726
Low DMI,5.657534246575342,0.049637796020482905
Low DMI,5.673972602739726,0.049637796020482905
Low DMI,5.726027397260274,0.049637796020482905
Low DMI,5.728767123287671,0.05049707468592557
Low DMI,5.808219178082192,0.05135635335136812
Low DMI,5.8273972602739725,0.052215632016810676
Low DMI,5.841095890410959,0.052215632016810676
Low DMI,5.843835616438356,0.052215632016810676
Low DMI,5.865753424657535,0.053076471588094254
Low DMI,5.879452054794521,0.053076471588094254
Low DMI,5.882191780821918,0.053938094452891217
Low DMI,5.8931506849315065,0.053938094452891217
Low DMI,5.945205479452055,0.05480050275329873
Low DMI,5.964383561643835,0.05480050275329873
Low DMI,6.019178082191781,0.05480050275329873
Low DMI,6.03013698630137,0.05566448766851506
Low DMI,6.049315068493151,0.05652847258373139
Low DMI,6.1068493150684935,0.05652847258373139
Low DMI,6.115068493150685,0.05652847258373139
Low DMI,6.134246575342465,0.05652847258373139
Low DMI,6.1506849315068495,0.05652847258373139
Low DMI,6.161643835616438,0.05652847258373139
Low DMI,6.16986301369863,0.05652847258373139
Low DMI,6.183561643835616,0.05652847258373139
Low DMI,6.213698630136986,0.05739803159517498
Low DMI,6.276712328767124,0.05739803159517498
Low DMI,6.2904109589041095,0.05739803159517498
Low DMI,6.306849315068493,0.05739803159517498
Low DMI,6.328767123287672,0.05739803159517498
Low DMI,6.3342465753424655,0.05739803159517498
Low DMI,6.36986301369863,0.05739803159517498
Low DMI,6.476712328767123,0.05739803159517498
Low DMI,6.47945205479452,0.05739803159517498
Low DMI,6.49041095890411,0.05827650500468551
Low DMI,6.493150684931507,0.059154978414196036
Low DMI,6.572602739726028,0.059154978414196036
Low DMI,6.583561643835616,0.059154978414196036
Low DMI,6.6876712328767125,0.06003509536610041
Low DMI,6.704109589041096,0.060915212318004786
Low DMI,6.726027397260274,0.06179532926990916
Low DMI,6.7835616438356166,0.06179532926990916
Low DMI,6.8054794520547945,0.06267627262270736
Low DMI,6.832876712328767,0.06355721597550557
Low DMI,6.865753424657535,0.06355721597550557
Low DMI,6.895890410958904,0.06355721597550557
Low DMI,6.904109589041096,0.06355721597550557
Low DMI,6.917808219178082,0.06355721597550557
Low DMI,6.964383561643835,0.06355721597550557
Low DMI,6.967123287671233,0.06355721597550557
Low DMI,6.989041095890411,0.0644439989149227
Low DMI,7.005479452054795,0.0644439989149227
Low DMI,7.068493150684931,0.0644439989149227
Low DMI,7.071232876712329,0.0644439989149227
Low DMI,7.101369863013699,0.0644439989149227
Low DMI,7.120547945205479,0.0644439989149227
Low DMI,7.126027397260274,0.06533500463024178
Low DMI,7.1287671232876715,0.06533500463024178
Low DMI,7.164383561643835,0.06622686054185423
Low DMI,7.1808219178082195,0.06622686054185423
Low DMI,7.213698630136986,0.06711956908818129
Low DMI,7.249315068493151,0.06801227763450834
Low DMI,7.331506849315068,0.06801227763450834
Low DMI,7.3342465753424655,0.06801227763450834
Low DMI,7.402739726027397,0.06890755882794308
Low DMI,7.441095890410959,0.06890755882794308
Low DMI,7.46027397260274,0.06890755882794308
Low DMI,7.47945205479452,0.06890755882794308
Low DMI,7.487671232876712,0.06890755882794308
Low DMI,7.498630136986302,0.06890755882794308
Low DMI,7.528767123287671,0.06890755882794308
Low DMI,7.545205479452055,0.06890755882794308
Low DMI,7.586301369863014,0.06980890678648333
Low DMI,7.605479452054794,0.07071025474502357
Low DMI,7.6136986301369864,0.07071025474502357
Low DMI,7.624657534246575,0.07071025474502357
Low DMI,7.641095890410959,0.07161335459463969
Low DMI,7.668493150684932,0.07161335459463969
Low DMI,7.67945205479452,0.07161335459463969
Low DMI,7.6876712328767125,0.07161335459463969
Low DMI,7.736986301369863,0.07161335459463969
Low DMI,7.794520547945205,0.07251998217804334
Low DMI,7.832876712328767,0.07251998217804334
Low DMI,7.86027397260274,0.07251998217804334
Low DMI,7.865753424657535,0.07251998217804334
Low DMI,7.942465753424657,0.07251998217804334
Low DMI,7.945205479452055,0.07251998217804334
Low DMI,7.956164383561644,0.07343195859674734
Low DMI,7.964383561643835,0.07434393501545133
Low DMI,7.96986301369863,0.07434393501545133
Low DMI,7.978082191780822,0.07525681081918367
Low DMI,7.980821917808219,0.07525681081918367
Low DMI,7.997260273972603,0.07525681081918367
Low DMI,8.024657534246575,0.07525681081918367
Low DMI,8.063013698630137,0.07617239813520427
Low DMI,8.128767123287671,0.07617239813520427
Low DMI,8.156164383561643,0.07617239813520427
Low DMI,8.167123287671233,0.07617239813520427
Low DMI,8.194520547945206,0.07617239813520427
Low DMI,8.208219178082192,0.07617239813520427
Low DMI,8.213698630136987,0.07617239813520427
Low DMI,8.227397260273973,0.07617239813520427
Low DMI,8.24931506849315,0.07617239813520427
Low DMI,8.252054794520548,0.07617239813520427
Low DMI,8.254794520547945,0.07617239813520427
