Age Category,DMI
10,0.007308756912567347
15,0.007353174115906074
20,0.007143055003407421
25,0.007372621032852353
30,0.007591309828778783
35,0.008353777125790864
40,0.007791597707838692
45,0.008320156199660554
50,0.009077669444889441
55,0.009129545380464512
60,0.012051646283506407
65,0.011994478796131492
70,0.010768137408543484
75,0.013428507108017941
80,0.017494704861749696
85,0.012818341595315277
90,0.011281783285365582
