gene,mean_recurrence,meth_vs_exp_R_mean,meth_vs_exp_maxPvalue,age_vs_exp_R,age_vs_exp_Pvalue
KSR2,0.211659489897317,-0.1049833888434293,1.860651454604053e-19,-0.0047316618124559,6117.464143267338
SEZ6,0.2096720768466379,-0.0948619637584348,8.748062307392713e-11,-0.0837593213493196,145.66039993477597
NTRK3,0.2096720768466379,-0.30948431423338,3.5807250550383776e-194,-0.1399410940558946,0.7804377490952958
ENTPD7,0.2095064590924147,-0.0067309984747517,7464.815817278624,-0.160125424372092,0.066999360251632
EFHD1,0.2086783703212984,-0.220661467265737,2.555855568532829e-95,0.0772636611578123,230.4688433451532
GPR135,0.2080158993044054,-0.1692019190937237,1.6204734683437845e-50,0.0100621985691444,5338.3827431767
DPYSL3,0.2073534282875124,-0.0929832295675766,9.678119302228932e-15,-0.0202162823135703,3950.972138690725
CALY,0.2065253395163961,-0.1119865611548497,3.62727097923198e-21,0.0540957966919404,938.2713466125908
DYNLRB2,0.2056972507452799,-0.2973094327158231,2.2683024109203106e-178,-0.0229720884694468,3605.650083009773
OSBP2,0.2053660152368334,-0.194184329564698,6.218356153326535e-73,-0.0006875423463159,6719.345301276378
NPR3,0.2052556034006845,-0.1967908962091814,3.3928414249679585e-37,0.0267278239202915,3161.0575076454074
ACHE,0.2052003974826101,-0.0470266414480135,2.894735578707647,0.1121909617294913,13.777245205321634
GOLIM4,0.2050347797283868,-0.0763017663847324,4.013868340403276e-09,0.0242209549274046,3454.369734807103
DEGS2,0.204786353097052,-0.2538396010838629,5.014007877491924e-92,0.0008668542636139,6692.577340378948
SRRM3,0.2044827205476427,-0.109712101967458,1.961164077665638e-20,-0.0143531620170121,4732.856780803251
SLC35D3,0.2043723087114938,-0.0907125852250987,1.3944709262479466e-11,0.0506524577788874,1121.6342810481556
PLXNA4,0.2035442199403776,-0.1699141846335352,1.1148961972041432e-49,0.0830733152317258,153.1035074692194
USP53,0.2031136137793971,-0.074848356694159,4.312019741537828e-06,-0.0400327573857117,1855.167053055539
SYTL2,0.2030473666777078,-0.0577267300612827,0.0003834113476971,0.1877955447045023,0.0013751975369166
NMUR1,0.2028817489234846,-0.1531149865668439,9.254406591693518e-40,0.1502669912025517,0.2311687809597005
ADAM23,0.2027161311692613,-0.1486983869920697,1.540642304652547e-41,0.0544776467950974,919.4481508382544
HMX3,0.2023848956608148,-0.1147358459693602,6.69165501548375e-23,-0.0264943721164006,3187.7738856306296
EPHB3,0.2023020867837032,-0.1918478916383209,1.9676931097437373e-44,-0.1145015838266877,11.087057158173437
MAST4,0.2014574362371646,-0.0591447323128675,0.0065421944470215,-0.0824015042052239,160.71019012473084
STEAP3,0.2013911891354753,-0.2613614363327883,1.7070383334576468e-113,-0.0753493003063952,262.38237557902363
MYLK,0.2013083802583637,-0.1261636704975106,6.710087053814848e-24,-0.112343997835849,13.582076179174967
SCARNA16,0.2005078944462846,-0.0941031358024539,5.606306051645099,,
RIMKLA,0.2000662471016893,-0.3016983661784571,5.651611691698425e-184,0.0241602243107458,3461.6484431036656
COLEC12,0.1997350115932428,-0.0428121903588878,0.4239390647637131,0.0122191777349499,5031.019411464657
SPAG16,0.1997350115932428,-0.6079605674658066,0.0,-0.0630359255217579,569.4216679036089
ASTN2,0.1997350115932428,0.0423784968384083,0.5054879611827313,0.0851136266444634,131.88505186901074
SETD6,0.1994037760847962,-0.3098148987110004,1.2975654834926177e-194,0.0329315417664502,2498.2154859423576
SULF2,0.199238158330573,-0.1657010052826183,2.383226782890919e-40,0.1019398601657219,34.46528751640106
SCRN1,0.1990725405763498,-0.3020440766726221,1.9240584168406788e-184,0.0109983166308691,5204.309935420239
KLC3,0.1984100695594567,-0.1174228676163814,5.8912636382666525e-25,0.1842271745579614,0.0023496171945025
ABR,0.1982444518052335,-0.0800400402025861,1946.598943486312,-0.2352186004855197,4.072549765736676e-07
TRMT5,0.1975819807883405,-0.0200742999900136,2942.808460850318,-0.2266042578334164,2.0535136699379105e-06
EXD1,0.1971219314710536,-0.008380412516976,944.9628226718296,-0.1821618904777406,0.0031885310390777
ADAMTS15,0.196588274263001,-0.1549440154273434,2.1905112667690517e-44,-0.0205240625293429,3911.647676154003
NACAD,0.1964226565087777,-0.2793996179295925,2.0704067259727423e-156,0.1173006682721939,8.477097609851928
SHANK1,0.1964226565087777,-0.2240676364749449,2.0520775484180064e-98,0.010370480494863,5294.1208416148
ENPP4,0.1962570387545544,-0.5249405431790604,0.0,0.0857996779331449,125.3508660001976
COL6A1,0.1960914210003312,-0.0278115604277197,71.25554287049441,-0.0176614405399754,4284.3225268136375
NKX1-2,0.1954289499834382,-0.1617903079181964,6.1865889012744296e-30,-0.0213835293143709,3802.8272015134585
PLLP,0.1953816306250887,0.0289104758364353,5725.32192581052,-0.20382004445045,0.0001091038087875
TRIM36,0.1950977144749917,-0.0567549971838649,0.000641156013632,-0.0898014134913238,92.587855896016
MYRIP,0.1944352434580987,-0.1896154611108066,2.214954890568348e-69,-0.0036050074179014,6284.590623250876
INPP4B,0.1941040079496522,-0.1172335511100225,7.219695802217472e-25,0.0918734391185582,78.79669068999965
USP43,0.1932207132604615,-0.2018249707456036,2.330111444975773e-46,0.0835463500605986,147.93672041681026
NPPC,0.1927790659158662,-0.1222609118765391,2.913354326653209e-27,-0.0668673867936502,452.3448307147209
JAG1,0.1926134481616429,-0.179161057295784,1.045049010587144e-56,-0.1262476862605006,3.457668345939974
SLC8A3,0.1919509771447499,-0.1466617847343029,2.6697636827740263e-40,-0.0444154206003005,1520.2593612491696
KIF17,0.1917853593905266,0.0475884143060085,0.0554361124381493,0.0265123213497576,3185.715339655801
NID2,0.1914541238820801,-0.1802302506488832,2.282792075280748e-62,-0.1196798153290712,6.717326912081775
EPHA4,0.1913437120459312,-0.219016887670911,3.83771843289231e-89,0.0626303265371721,583.1336904346329
SFRP5,0.1911228883736336,-0.1947928916581146,2.0594902383285743e-73,-0.1345814651606585,1.4212687537443889
RAMP2,0.1907916528651871,-0.1406298740840253,6.997185716586549e-37,-0.0021210510447906,6505.472317956953
MAP1LC3A,0.1901291818482941,-0.4015778384200744,2.69505925575e-313,0.0655957083140874,488.78669079918416
ADAMTSL5,0.1896323285856244,-0.0710617536016672,0.0005527254173658,0.1220398455835263,5.3108294299833405
GLB1L3,0.1889698575687313,-0.2646144623159179,4.553841972481521e-123,0.0930474373050075,71.81849733125927
RAMP3,0.1884730043060616,-0.1248722924466506,1.5153819729527802e-28,0.0045915658032978,6138.212645840711
TMEM163,0.1883073865518383,-0.1752914195196595,4.61931123669383e-26,0.0471538387221946,1334.2837167536388
ROR2,0.1881417687976151,-0.1200412233244606,3.419947452922673e-26,0.0318389889141436,2608.2218122694767
BCL11B,0.1878105332891686,-0.1066220677229411,3.788725847998404e-20,0.0570817036954476,798.7520811913625
C1orf194,0.1878105332891685,-0.1422885307175718,0.0005233361977917,-0.0286618937373293,2944.573283410817
FKBP14,0.1874792977807221,0.0397117395175639,1.4295183234892888,0.0047201463856084,6119.169215856391
ETNK2,0.1874792977807221,-0.3190493671056094,3.4987473198510605e-207,0.093794872220899,67.66692490298782
MSX1,0.1871480622722756,-0.1518190466469469,2.030058761606056e-43,-0.0168583126517439,4391.547113145581
KCTD1,0.1870818151705862,-0.1158855760423245,1.7324809603756516e-13,-0.0137297594789609,4819.296464276325
PLEKHA8,0.186816826763829,-0.0258413783447999,121.4644407143026,0.0357449491463422,2228.488420554232
BNIP3,0.186816826763829,-0.5517488601700202,0.0,0.0963445154948199,55.06411429227738
B4GALT6,0.1864855912553825,-0.2127192275024065,2.81058805594513e-88,0.0315362715744185,2639.2183111375125
ETS2,0.186154355746936,-0.1029447839617935,1.2856826628574237e-18,-0.0081753721621222,5611.425601690634
PERP,0.186154355746936,-0.3979299849707671,0.0,0.0345418182470402,2341.437280561576
ENPP1,0.1859335320746384,-0.1592378498335674,1.7711663002528163e-36,0.1091024660375408,18.307338090239924
UNC5B,0.1855746936071547,-0.0760607749975807,5.841215883254732e-06,-0.0457908785263654,1424.6544269865997
HEY2,0.185491884730043,-0.1364485110060907,6.880742538013529e-19,0.0954329995520054,59.30600336608657
GJB2,0.18482941371315,-0.2913444518383864,6.95965050073788e-171,0.0664395872320198,464.346300111954
ADARB2,0.184166942696257,-0.1596474198773605,2.6604537435238192e-48,-0.0508085404412802,1112.7785321574304
CARD10,0.184166942696257,-0.2255073843932391,3.158734317680905e-95,0.0019805352177145,6526.420396219283
TGFBR3,0.184166942696257,-0.1432895396152324,2.1765916516456143e-38,0.1781694124891569,0.0056973669391374
FST,0.1840013249420338,-0.1013651376134676,2.0164545836294842e-14,-0.037255668235494,2091.7532825166936
XRCC3,0.1838357071878105,0.0541865595004411,0.0024088954967421,-0.1056453804475978,24.96030387186008
JUP,0.1836700894335872,-0.2208856395665465,1.2381078208535288e-76,-0.0262377287074511,3217.287943627501
ABCB6,0.1836700894335872,-0.3013391047516609,1.931758992785801e-183,-0.0411040421492166,1768.988281883574
SPRED1,0.1836148835155129,-0.0604507890510087,2337.592575180926,-0.0439584990448951,1553.010761962841
TMEM67,0.182842000662471,-0.0967484768470719,3.6872430445183453e-16,-0.048030050596535,1278.4453139792358
SCN4B,0.1825107651540245,-0.1719574562630696,1.6893032087026568e-56,-0.1100834835079441,16.739255802101887
MAFB,0.1825107651540245,-0.0886606013925565,3.5437078436103586e-13,0.0599750352141144,679.6031204971786
PYCR1,0.1825107651540245,-0.1856431469445004,1.611185147648693e-08,0.054308845353643,927.7329333099452
FHOD3,0.181517058628685,-0.2412542583403229,6.823318705933972e-115,-0.0727880089262295,310.8789349066527
CYP46A1,0.1813514408744617,-0.0957870514415372,1.0504842884692752e-05,-0.0629329447778351,572.8781925086538
SLC6A4,0.1805233521033454,-0.0729817105379485,3.893950295707798e-08,-0.0779888282259803,219.2765898548492
PCGF2,0.1803577343491222,-0.134523994824226,4.2278078817279874e-23,0.0388411882078311,1954.341473247853
NFATC2,0.1801921165948989,0.0186537782108694,651.7251573692553,0.1695227193146752,0.0191692302323645
SPRY4,0.1798608810864524,-0.1382875300410889,1.4066537157441856e-35,-0.0280146106564274,3016.0531833981227
EPB41L5,0.1795296455780059,-0.0726066957997095,5.0039365483419176e-08,-0.1595505380288911,0.0721670004447603
CCND1,0.1791984100695594,-0.0550460984591705,1.690603302531683,-0.0012044137521831,6642.194929816042
C17orf107,0.1790327923153362,-0.5504556574520338,0.0,0.1812225300829341,0.0036593449192578
SEMA4C,0.1785359390526664,-0.0905119276328114,2.600833960165745e-10,0.1462872068802586,0.3730746804997579
P2RY2,0.1783151153803688,-0.3980479725991002,1.3563385219634834e-133,0.1824339592815565,0.0030634386775551
ZNF461,0.1779838798719223,-0.4787478441647013,0.0,-0.0716255782239169,335.25954466196407
STBD1,0.1778734680357734,-0.2338223661066177,5.6385484451546957e-101,-0.0672619620952571,441.5026558989687
GPT2,0.1776250414044385,-0.0373629715757164,8301.960865938003,-0.0115885444774878,5120.302061796349
FAIM,0.1762172904935409,-0.254918624839738,5.535366814384931e-129,-0.1431939776516811,0.5366683484436221
EXT1,0.1762172904935409,-0.0171112611576309,885.9406267985628,-0.2460764997057583,4.830979962476805e-08
PLEKHG3,0.1759964668212432,-0.1806635684357587,8.526787606645088e-45,0.0023097690625976,6477.345696568862
BMP3,0.1758860549850944,-0.1056377200209137,9.851475393007077e-20,-0.0832525996969687,151.12711052184548
AOX1,0.1757204372308711,-0.2447472949531872,5.3517871507322475e-114,0.0485578401801294,1245.6525645140814
GPRC5C,0.1752235839682014,-0.2945398019802422,7.48358412151187e-175,-0.0289552600848804,2912.5020922487256
TMEM97,0.1748923484597548,0.0598042902182008,0.0001235384537716,0.0611352340437631,635.9939801940341
ATP6V0A1,0.1738986419344153,-0.0642774467580674,0.0005376243042493,-0.0989511672635086,44.38968219651061
PDGFB,0.1735674064259688,-0.0837107405773082,0.0011956232965023,0.0182740872236372,4203.290865678859
DAPK1,0.1735674064259688,-0.239147945643747,8.95386692300692e-113,-0.1089181190163687,18.616544196724472
GTF2IRD1,0.1729049354090758,-0.2304494612551491,7.461795731416904e-55,-0.0213461643694029,3807.527382346891
MYO1B,0.1725736999006293,-0.2019128346706567,6.682690179902281e-79,-0.1200953666142692,6.447039452118935
RPL39L,0.1723528762283317,-0.480456109285614,0.0,0.0243534497262558,3438.517842448698
IER5L,0.1722424643921828,-0.0334752656349947,12.861897906663078,-0.0233221179993216,3562.9124686393225
DENND2C,0.1719112288837363,-0.1475355467467081,7.435304754476857e-41,-0.0025349024195446,6443.803821025416
DGKG,0.1712487578668433,-0.1055102096257934,1.1205536234429057e-19,-0.0711941722831333,344.7061968199954
ACP5,0.1709175223583968,-0.393710587741826,0.0,-0.0503197431566457,1140.6883629170395
DUSP4,0.170807110522248,-0.1369106695510112,424.9338796106202,0.1748477814587775,0.0091445496857594
ADCY9,0.1705862868499503,-0.0958629148918583,3.5672539430027088e-12,0.1134243744162713,12.27471900234178
SDK2,0.1702550513415038,-0.2546640469654504,3.408266803501323e-128,-0.0757904117192049,254.71425746358108
INSR,0.1702550513415038,-0.2093949416014566,2.053225233832816e-85,-0.053245450653542,981.2530437553048
SGCB,0.1702550513415038,-0.2890641215617199,4.54236358969046e-168,0.0151230436000126,4626.907976386504
TMEM51,0.1702550513415038,-0.0817212834795203,7.638786542625319,0.1099623493256113,16.92600860823874
SEC14L2,0.1700894335872805,-0.0824814981072406,8.37058452491385e-10,0.0752116899170641,264.8142597364486
ABHD1,0.1700342276692061,-0.2133270377544483,2.4823695362859335e-72,-0.0031106159721799,6358.098526839037
ARHGEF12,0.1699238158330573,-0.0706484898574043,6.377670241945951e-07,0.0534477599193903,970.8929460954338
ITGB5,0.1699238158330573,-0.2583960004609973,5.993840971771048e-48,-0.0722302423452355,322.3847128641911
GJA4,0.1695925803246108,-0.2578916401519599,3.6625337378331677e-132,-0.070997569494896,349.0845448348794
EIF4E1B,0.1695925803246107,-0.0207881423942998,3772.771432831601,-0.0322071866736509,2570.822166113142
ACCS,0.1692613448161643,-0.4028747389008394,0.0,0.034042019411333,2389.4126499617887
CUX2,0.1692613448161642,-0.2730924769706608,4.433127095997858e-149,0.0015745845108967,6586.96296783061
ARHGAP10,0.1692613448161642,-0.2354823878935458,3.302851845938137e-109,0.0703246538216181,364.42358101824766
FAM83G,0.1689301093077178,-0.5224599183884775,0.0,-0.0172156735523244,4343.698525350967
REXO4,0.1689301093077178,-0.0008621194382865,7864.960648875541,-0.0767881101408125,238.07025346142973
RGL3,0.1685988737992712,-0.0095122818513664,3095.2783129193026,-0.0956118840223877,58.45124637901104
RXRA,0.1682676382908247,-0.0164659752784175,1001.968386768864,-0.2223338444160442,4.4718099924911e-06
IGSF11,0.1673843436016341,-0.1697789180166244,5.828317324932437e-43,-0.06379260021379,544.5380867709097
LZTFL1,0.1672739317654852,-0.1883899203003458,2.1375193907175307e-68,-0.0892659487834602,96.48110618191878
RAI14,0.167108314011262,-0.0952505963479726,1.7828263305159023e-14,0.0026089058125092,6432.781376460681
KLRG2,0.1669426962570387,-0.2810367951080745,2.2854452750086395e-158,0.0268222747816627,3150.2839741067
MTX2,0.1667770785028155,-0.0228229427691549,1193.1708909485164,-0.0563552754979225,831.0998141172278
FA2H,0.1662802252401457,-0.1357902854951406,3.3189369461785563e-34,-0.1002724407689434,39.72273333647647
LINGO1,0.1662802252401457,-0.1109057721741222,3.754112090965727e-09,-0.0272655512857543,3099.99597347038
SLC12A4,0.1659489897316992,0.1577794699114672,6.338335636193562e-35,0.043558417200454,1582.0974418515293
FAM160A1,0.1657281660594015,-0.3594222822018948,5.015148920659354e-219,0.0768190581011284,237.5691489978067
SMPD3,0.1656177542232527,-0.1906742434903358,3.3912209714314496e-70,-0.0189623404980647,4113.069389441005
GPR4,0.1646240476979132,-0.0136301319505686,1657.3825264068223,0.0201204616916857,3963.2526519398
LAMC1,0.1646240476979132,-0.222038032835813,1.4769284058707604e-96,-0.133465246205339,1.6058571219186673
IFT172,0.1645136358617643,-0.2448312848362073,1.1953515632341329e-100,0.1081846636335986,19.89450369917484
PDE4C,0.1642928121894667,0.0835086044629969,2.0469851349839173e-11,-0.0913501143986861,82.09625468920551
SYT5,0.1639615766810202,-0.0447120740804068,0.1932440183337179,-0.0444336304719621,1518.9644079986283
EMP2,0.1629678701556806,-0.1303869225095844,2.4319053050421183e-31,-0.0236870094851301,3518.638518243596
PYY,0.1623053991387876,0.2176450182192043,1.3033373195721711e-92,-0.0143167893434835,4737.884439428382
PGF,0.1613116926134481,-0.0517262136779567,0.008108736095636,-0.0010969519406403,6658.232669163274
APBA1,0.1611460748592249,-0.1258435126342028,7.748878625294944e-26,-0.0222723154938259,3691.864429138132
MICAL2,0.1609804571050016,-0.1243500711226718,2.7725850432552277e-28,-0.1024118639490515,33.095643920920104
C2orf88,0.1606492215965551,-0.213069467000407,1.2427826248313698e-85,-0.1400855859573962,0.7676947570896653
FGF22,0.1599867505796621,-0.0507712612364126,5.698272883337084,-0.0159163105018025,4518.706361447014
MLLT11,0.1598211328254389,-0.1283289665937024,1.2656970624048348e-25,-0.1486474739995721,0.2812918093096637
ZBTB16,0.1591586618085458,-0.2801391657114679,5.711038123714737e-152,0.0255201762825731,3300.598933006939
SLC27A2,0.1589930440543226,-0.1943233287688316,4.9270237669049e-73,0.1244622387575339,4.154948829338252
BTG3,0.1588826322181737,-0.2719312641789518,2.989584990517629e-63,0.1953841672034068,0.0004252493907991
ETV2,0.1586618085458761,-0.037670351170696,3.042822271647883,-0.0519187001978998,1051.3027963982886
TUBB2B,0.1586618085458761,0.1620863960300116,7.103458026275766e-50,0.0007724620105249,6706.668013695894
IGFBP2,0.1586618085458761,-0.1873573561081615,1.1889413766918308e-67,-0.0351629115162374,2282.681208123447
PCCA,0.1581649552832063,-0.0968025894738082,1.0553853477215295e-06,0.0696683381905997,379.9213694958791
TGM2,0.1575024842663133,-0.1083058834515682,5.525826887959292e-18,0.0403787832890355,1827.023094357637
THBD,0.1573368665120901,-0.154219835795925,1.5257828742231624e-17,0.0026560697449235,6425.75736963881
TEAD4,0.1573368665120901,-0.0996142985832721,2.1337405736275558e-10,-0.0530350522453697,992.1169051554612
CYP1A1,0.157060836921718,0.0058143596709368,2879.8633903334285,-0.0352152151476374,2277.776900683526
RAET1K,0.1570056310036436,-0.3046957980751253,6.816255205248128e-188,-0.0320741587610157,2584.296207058314
SLC2A13,0.1570056310036436,-0.0811411827154203,0.0144890090207874,0.0769618223234496,235.2691553126007
SLC35A3,0.1568400132494203,-0.1486475910930645,3.0238253711253404e-22,-0.0119554764180714,5068.2919173353175
ALS2CL,0.156674395495197,-0.3651956296200822,7.078464167272521e-277,0.0391396314879686,1929.172854238275
CD40,0.156674395495197,-0.5988143939428852,0.0,0.000851290960881,6694.90053977651
GJA3,0.156674395495197,-0.0693423315934016,7.789993031675278,-0.106961554623251,22.204422282282994
TTLL6,0.1565915866180854,-0.0154264388518463,2849.8607176508704,-0.0217914951652731,3751.692917727253
ITGAV,0.1563431599867505,-0.0146558557914231,1582.9941051104488,-0.0785244854616288,211.3107511985704
SUSD3,0.1563431599867505,-0.1815606322540726,2.439794999677279e-63,-0.0984283326213586,46.36841247866891
ZDHHC21,0.1563431599867505,-0.1623020001038242,5.142508972896936e-50,0.05850529105166,738.2283471975156
SLC4A3,0.1563431599867505,-0.1712980775925643,4.819418744724161e-56,0.0512320003176676,1089.0175609361406
RAB3B,0.1560119244783041,-0.1237912528966328,4.953895622872958e-25,-0.0488643334529838,1226.8973667377102
KCNQ3,0.156011924478304,-0.1412194385126525,3.5309398065330907e-25,0.0307167478624505,2724.251454472505
RASSF6,0.154024511427625,-0.3586922400244625,2.4882139723787858e-266,-0.072829362186687,310.0398148922725
KIF26B,0.1536932759191785,-0.0039327027925768,8004.220766254209,0.0242902837826491,3446.0703371045665
GLI3,0.1536932759191785,-0.2686653938971126,4.9336051945871545e-124,0.0800455507531677,190.0288051172362
CYP26A1,0.1536104670420669,-0.0779201562971401,44.986618273750665,-0.2506439817735532,1.9098639651762725e-08
TRPS1,0.1535828640830297,-0.0926190473434327,3.5532742450418693e-09,-0.0567267759384636,814.4315164041909
ULBP2,0.153362040410732,-0.1366289206028809,6.075581398451768e-24,0.1688218769192212,0.0210950780299474
CST3,0.1530308049022855,-0.1073218159558656,1.9556061223218207e-20,-0.0305657181769844,2740.0998121001567
PTPN21,0.152699569393839,-0.1414349422999264,2.4899980161010054e-37,-0.055515000777592,869.782109239596
HHIP,0.152699569393839,-0.0459437757330031,0.1142042808473848,-0.0773948101151606,228.40930278470807
SLC44A3,0.1523683338853925,-0.230886546948064,8.395333100342342e-105,-0.1326373253575449,1.7570214930579002
SOCS6,0.152037098376946,-0.1068295826200782,3.093927568351968e-20,-0.144410698617163,0.4655560949107518
NEDD4L,0.152037098376946,-0.0404811900732283,1.0663407976959511,0.0266358673496224,3171.566186250157
ULBP3,0.1517058628684995,-0.3886610149005908,5.0953543e-317,0.0814307867174417,172.27850647305195
SYDE2,0.1517058628684995,-0.1274710403183014,7.506546160437448e-30,-0.0239517655014622,3486.6937391361184
DHDH,0.1516230539913878,-0.1619457789212159,9.677586928212829e-31,0.0406435593855952,1805.6863264409449
PACSIN1,0.1515954510323507,-0.2158017242306132,1.865357226474059e-86,0.0544112404462633,922.7005418841732
MAP2,0.1497184498178204,-0.1677255568080685,1.3303887932718644e-53,-0.0447914255134097,1493.6803269131335
ADORA2B,0.1493872143093739,-0.0449304818663995,40.161437000340456,-0.1612065511056779,0.0582214709156604
MPP3,0.1490559788009274,-0.1427464871634916,4.4449976734288756e-38,0.0088934838701489,5507.0949232231405
LAMA3,0.1490559788009274,-0.3043625971680427,1.8583547134044798e-187,-0.028681607599524,2942.4117567883795
PRKCQ,0.1490559788009274,-0.2659332762313142,5.871937690237942e-141,0.1739195266021814,0.0104208216374066
WFS1,0.1488903610467042,-0.1229098911395186,2.6295841713518256e-21,0.0419679500692869,1701.537846899868
CAMK4,0.1487247432924809,-0.1153312818169119,5.4684958888903776e-24,-0.0147600112414069,4676.754848543642
SLC35F2,0.1483935077840344,-0.0775852392830059,498.419762952634,0.0673060069322317,440.3057780977137
GABARAPL2,0.1483935077840344,-0.0355320102793612,6.463252857135712,-0.2914453886578619,2.0532977707886455e-12
RHOU,0.1478966545213647,-0.1819373285801472,6.923347821267855e-31,-0.1161143882246573,9.505078991325489
JPH1,0.1473998012586949,-0.2080089956904237,3.103506115721094e-84,-0.0605450641081492,657.8884862412567
CLGN,0.1473998012586949,-0.2554985318744203,1.3374560732260602e-129,-0.0648485200494702,511.2954997239376
SLC12A7,0.1470685657502484,-0.1197749549364225,4.5813486242791987e-26,0.0914149676623325,81.68082639011573
BTBD11,0.1468477420779507,-0.1758429224163473,3.9916119641985847e-39,0.0488401687497475,1228.368424876657
GIPC3,0.1467373302418019,-0.1987458831481475,1.4950990969003507e-76,-0.1199510897722271,6.539720934347368
KHDRBS3,0.1457436237164624,-0.254772940895781,7.90433238806146e-129,0.0102452293817494,5312.091262786666
SSPN,0.1454123882080158,-0.2254628045501237,3.914296773208463e-53,-0.1383415594014261,0.9354594006897832
RGMB,0.1450811526995694,-0.0451605142489228,0.1598085287329206,-0.0698889219085216,374.65262854320633
LRRC10B,0.1444186816826763,-0.1529190811473612,4.333386300511897e-44,-0.0219618025529831,3730.447136972663
EPHB2,0.1444186816826763,-0.0640213816967218,0.0077511732778655,-0.1023586568897176,33.24754164350192
GCLC,0.1443082698465275,-0.1184045718310354,7.528915693748551e-24,-0.0302539768343297,2772.9866312480185
TMEM59L,0.1442530639284531,-0.1524159997948158,2.600558678025702e-32,-0.0118180986693278,5087.744508123531
PDE2A,0.1440874461742298,-0.0756478281280976,1.7163452196792117e-07,-0.0394674480358103,1901.7808164973933
STK32C,0.1437562106657833,-0.1359096368104311,2.806898311122109e-34,-0.040413575118434,1824.2095963012707
CRIP1,0.1437562106657833,-0.4295495441296586,0.0,0.0031848770904695,6347.051366529803
ZNF141,0.1428729159765926,-0.4371794998413608,5.684391699840988e-302,-0.0634420107578905,555.9554776539258
ARC,0.1427625041404438,-0.1704495210127304,1.8733612074408325e-55,0.022772856881256,3630.091511551138
PPP1R14C,0.1425140775091089,-0.2636604940679311,2.1336614680324335e-69,-0.0646350168488341,517.8801869935827
ZNF234,0.1424312686319973,-0.4342181046596784,0.0,-0.1284860884508863,2.737161518130048
CAV1,0.1417687976151043,-0.1095758876910649,2.0413837011131413e-21,-0.0328687335606681,2504.4601283356837
SEMA4F,0.1412719443524346,-0.1846293976565247,8.192965990514587e-32,0.0859144144321684,124.28613572343552
NAT8L,0.1412167384343601,-0.279646721641449,2.4352461150016183e-87,-0.014722171180419,4681.962193127817
SLCO5A1,0.1408855029259136,-0.0968437687412133,4.7994467979913374e-11,0.0594680271552034,699.3930211694275
SLC37A2,0.1404438555813183,-0.0356361948000008,181.61553445374523,-0.1229941307292622,4.823867812516832
PMEPA1,0.1404438555813183,-0.1285421421796563,2.1358038835080664e-30,-0.0924412658612935,75.34989397136832
DSTN,0.1401126200728718,-0.1086385842515988,5.23411052584176e-21,-0.031574809491047,2635.2598393304133
POLL,0.1401126200728718,-0.1398953674521086,1.8211129227971885e-36,0.0010508633277101,6665.11143636518
SLC19A2,0.1394501490559788,0.0101392727829317,1892.872676191678,-0.0411826974397639,1762.7717928358425
NFIA,0.1394501490559788,-0.191487785512889,7.958406339460571e-71,-0.1167316533224662,8.956672101944998
PAK6,0.1394501490559788,-0.2368876793715462,1.4929627761803712e-110,0.1467543130131909,0.3529171829020016
PPM1L,0.1387876780390858,-0.0481107749308081,0.0438497097621372,0.0900225409378558,91.0209332284415
KCNS3,0.1384564425306393,-0.2491354021381366,6.428615913525796e-123,-0.0600308675124687,677.4513590471829
LGALS3,0.1377939715137462,-0.6071685806528695,0.0,0.0108062213346985,5231.740635002854
PI4K2A,0.137628353759523,-0.0432925028890275,52.46971343592661,0.1707332301172436,0.0162328256101593
PHLDA2,0.1375455448824113,-0.1806596242662092,6.438534657493787e-25,0.034087915546926,2384.9813362296973
DGKE,0.1374627360052997,-0.0300991784053122,36.85134724349383,0.0430605335548802,1618.8308078171578
IMMT,0.1371315004968532,-0.0455924668547867,0.1328660988837169,0.0020742032069669,6512.45588085713
CSRP2,0.1371315004968532,-0.1366066597868778,1.1736785774334392e-34,0.0755068806119401,259.6208716035408
RAP1GAP,0.1369106768245555,0.0841617127287564,2.4336563596390943e-08,-0.0095291880317974,5415.15217546395
COL5A1,0.1368002649884067,0.0954105040392488,1.195062147123418e-15,0.003063340704013,6365.13224565764
ARHGAP21,0.136303411725737,-0.0695799101336961,0.0862226580420826,-0.0055964121074148,5989.632920595936
VRK3,0.1355857347907695,-0.0247873768392099,0.9012849468731364,-0.2315900768773578,8.114119994358216e-07
ZNF473,0.1355857347907695,-0.0247873768392099,0.9012849468731364,-0.160983036550087,0.0599410697416813
DBNDD1,0.1353097052003974,-0.1579046406936124,3.0208254580355526e-41,-0.1219410329229638,5.363773060440447
MAPK8IP2,0.1351440874461742,-0.0744355351668624,1.4553690574371013e-08,0.0066840962575876,5829.513625914073
NXPH4,0.1343712045931323,-0.0605245391797455,17.064782507843994,-0.0090404481916131,5485.803548992916
HLA-L,0.1338191454123882,-0.0748306107630689,1.1102077041236995e-08,-0.0259748007529515,3247.679999248703
RTN1,0.1338191454123882,-0.141775386451004,1.615219581236523e-37,0.0114676483971583,5137.474942615108
DLX4,0.1336535276581649,-0.2136697784709295,7.901976069692563e-18,-0.0051430871579516,6056.592032493176
ENTPD2,0.1334879099039417,-0.0826764588142763,3.856348668028278e-11,0.0475768377201573,1307.1084037013973
VWA5B2,0.1331566743954952,0.0104074925793913,74.49021985054813,0.0046941520722491,6123.018411860584
